date,equity,daily_return,cumulative_return
2024-02-01,100274.53,0.27,0.27
2024-02-07,101011.59,0.0,1.01
2024-02-08,101130.32,0.0,1.13
2024-02-09,100633.35,0.0,0.63
2024-02-12,100802.96,0.0,0.8
2024-02-13,100509.8,0.0,0.51
2024-02-14,100844.51,0.0,0.84
2024-02-15,101191.79,0.0,1.19
2024-02-16,101311.57,0.0,1.31
2024-02-23,102224.63,0.0,2.22
2024-02-26,103050.25,0.0,3.05
2024-02-27,103316.01,0.0,3.32
2024-02-28,103380.0,0.0,3.38
2024-02-29,103831.37,0.0,3.83
