top_k,max_longs_per_day,min_score,combined_trades,combined_total_pnl,combined_gross_profit,combined_gross_loss,active_days,fw_trades,fw_pnl,fw_profit_factor,combined_total_return_pct,combined_profit_factor,combined_trades_per_day,trade_budget_pass
4,2,0.5,11,3.6456675000025953,109.7050800000012,106.05941249999861,5,11,3.6456675000025953,1.0343738232568715,0.003645667500002595,1.0343738232568715,2.2,False
