action_id,date,symbol,timestamp,side,hold_minutes,score,paper_only,execution_mode,execution_assumption,entry_price,stop_price,target_price,context
2026-04-15|IONQ|2026-04-15T09:30:00-04:00|long|5,2026-04-15,IONQ,2026-04-15T09:30:00-04:00,long,5,0.7922276854515076,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,37.965,37.78,56.95,"{'pressure_k': 0.0, 'spread': 0.07000000000000028, 'depth_imb_k': -0.6980736183703915, 'micro_off': 0.0, 'spread_mean_10s': 0.05105263157894693, 'depth_imb_k_mean_10s': 0.19150521527319148, 'depth_imb_k_mean_60s': 0.13020603423695343, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-15|IONQ|2026-04-15T09:31:00-04:00|long|5,2026-04-15,IONQ,2026-04-15T09:31:00-04:00,long,5,0.7129808068275452,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,37.79,37.6,56.69,"{'pressure_k': 0.0, 'spread': 0.030000000000001137, 'depth_imb_k': -0.09639412918566734, 'micro_off': -0.005000000000002558, 'spread_mean_10s': 0.030769230769230476, 'depth_imb_k_mean_10s': 0.16763177769081347, 'depth_imb_k_mean_60s': 0.1270413559811887, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-15|IONQ|2026-04-15T09:32:00-04:00|long|5,2026-04-15,IONQ,2026-04-15T09:32:00-04:00,long,5,0.6651635766029358,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,38.51,38.32,57.77,"{'pressure_k': 0.0, 'spread': 0.020000000000003126, 'depth_imb_k': 0.3004987479734496, 'micro_off': 7.105427357601002e-15, 'spread_mean_10s': 0.020000000000000472, 'depth_imb_k_mean_10s': -0.14153623337390778, 'depth_imb_k_mean_60s': -0.0653564172707339, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-15|IONQ|2026-04-15T09:33:00-04:00|long|8,2026-04-15,IONQ,2026-04-15T09:33:00-04:00,long,8,0.5713059306144714,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,38.67,38.48,58.01,"{'pressure_k': 0.0, 'spread': 0.020000000000003126, 'depth_imb_k': -0.20107914784532213, 'micro_off': -0.0049999999999954525, 'spread_mean_10s': 0.019250000000000968, 'depth_imb_k_mean_10s': -0.13929297840712848, 'depth_imb_k_mean_60s': 0.029579712075627325, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-15|IONQ|2026-04-15T09:34:00-04:00|long|3,2026-04-15,IONQ,2026-04-15T09:34:00-04:00,long,3,0.7358360886573792,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,39.12,38.92,58.68,"{'pressure_k': 0.0, 'spread': 0.01999999999999602, 'depth_imb_k': -0.062016915465291526, 'micro_off': 0.0049999999999954525, 'spread_mean_10s': 0.01999999999999922, 'depth_imb_k_mean_10s': -0.19208246222042646, 'depth_imb_k_mean_60s': -0.08906497976083423, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-15|IONQ|2026-04-15T09:35:00-04:00|short|3,2026-04-15,IONQ,2026-04-15T09:35:00-04:00,short,3,0.5911964178085327,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,39.3,39.5,19.65,"{'pressure_k': 0.0, 'spread': 0.020000000000003126, 'depth_imb_k': -0.022564941218517657, 'micro_off': 0.0, 'spread_mean_10s': 0.017500000000000248, 'depth_imb_k_mean_10s': -0.05804302513220776, 'depth_imb_k_mean_60s': -0.07619408879862992, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-15|IONQ|2026-04-15T09:36:00-04:00|long|3,2026-04-15,IONQ,2026-04-15T09:36:00-04:00,long,3,0.527985155582428,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,39.05,38.85,58.57,"{'pressure_k': 0.0, 'spread': 0.14000000000000057, 'depth_imb_k': 0.6520899589220377, 'micro_off': -0.06861386138614023, 'spread_mean_10s': 0.048205128205127, 'depth_imb_k_mean_10s': 0.5897719330322658, 'depth_imb_k_mean_60s': 0.13918269954069343, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-15|IONQ|2026-04-15T09:37:00-04:00|short|3,2026-04-15,IONQ,2026-04-15T09:37:00-04:00,short,3,0.49670273065567017,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,39.36,39.56,19.68,"{'pressure_k': 0.0, 'spread': 0.01999999999999602, 'depth_imb_k': 0.2229489786627007, 'micro_off': -0.005000000000002558, 'spread_mean_10s': 0.01826086956521623, 'depth_imb_k_mean_10s': -0.03463000192997025, 'depth_imb_k_mean_60s': 0.09946309552951513, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-15|IONQ|2026-04-15T09:38:00-04:00|long|12,2026-04-15,IONQ,2026-04-15T09:38:00-04:00,long,12,0.5672178268432617,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,39.53,39.33,59.3,"{'pressure_k': 0.0, 'spread': 0.01999999999999602, 'depth_imb_k': -0.7182266903903057, 'micro_off': -0.0049999999999954525, 'spread_mean_10s': 0.015641025641023074, 'depth_imb_k_mean_10s': -0.38741597705845704, 'depth_imb_k_mean_60s': -0.09070056822582066, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-15|IONQ|2026-04-15T09:39:00-04:00|long|5,2026-04-15,IONQ,2026-04-15T09:39:00-04:00,long,5,0.5675863027572632,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,39.17,38.97,58.76,"{'pressure_k': 0.0, 'spread': 0.00999999999999801, 'depth_imb_k': -0.18902466085773037, 'micro_off': 0.0, 'spread_mean_10s': 0.01538461538461451, 'depth_imb_k_mean_10s': -0.034617570056980185, 'depth_imb_k_mean_60s': 0.14633445985287413, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
