action_id,date,symbol,timestamp,side,hold_minutes,score,paper_only,execution_mode,execution_assumption,entry_price,stop_price,target_price,context
2026-04-08|IONQ|2026-04-08T09:30:00-04:00|long|8,2026-04-08,IONQ,2026-04-08T09:30:00-04:00,long,8,0.626862645149231,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,30.9,30.75,46.35,"{'pressure_k': 0.0, 'spread': 0.07000000000000028, 'depth_imb_k': -0.685635128911761, 'micro_off': -0.011666666666666714, 'spread_mean_10s': 0.058648648648649174, 'depth_imb_k_mean_10s': 0.03377175873494847, 'depth_imb_k_mean_60s': -0.07788022746166759, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-08|IONQ|2026-04-08T09:31:00-04:00|long|8,2026-04-08,IONQ,2026-04-08T09:31:00-04:00,long,8,0.6975959539413452,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,30.67,30.52,46.01,"{'pressure_k': 0.0, 'spread': 0.03999999999999915, 'depth_imb_k': 0.6594953240514004, 'micro_off': 0.0, 'spread_mean_10s': 0.038205128205127524, 'depth_imb_k_mean_10s': 0.5474835268967699, 'depth_imb_k_mean_60s': 0.16351889999112057, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-08|IONQ|2026-04-08T09:32:00-04:00|long|8,2026-04-08,IONQ,2026-04-08T09:32:00-04:00,long,8,0.6752418875694275,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,30.545,30.39,45.82,"{'pressure_k': 0.0, 'spread': 0.03999999999999915, 'depth_imb_k': 0.529797628484074, 'micro_off': -0.014285714285716011, 'spread_mean_10s': 0.02825000000000024, 'depth_imb_k_mean_10s': 0.23950843029422292, 'depth_imb_k_mean_60s': 0.12131054016525214, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-08|IONQ|2026-04-08T09:33:00-04:00|long|3,2026-04-08,IONQ,2026-04-08T09:33:00-04:00,long,3,0.7077792286872864,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,30.53,30.38,45.8,"{'pressure_k': 0.0, 'spread': 0.019999999999999574, 'depth_imb_k': 0.19792127739799012, 'micro_off': -3.552713678800501e-15, 'spread_mean_10s': 0.021282051282049415, 'depth_imb_k_mean_10s': 0.0033287285607752457, 'depth_imb_k_mean_60s': 0.2268152490929972, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-08|IONQ|2026-04-08T09:34:00-04:00|long|3,2026-04-08,IONQ,2026-04-08T09:34:00-04:00,long,3,0.5801426768302917,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,30.4001,30.25,45.6,"{'pressure_k': 0.0, 'spread': 0.020000000000003126, 'depth_imb_k': -0.24100877914049912, 'micro_off': -0.002500000000001279, 'spread_mean_10s': 0.01647058823529126, 'depth_imb_k_mean_10s': -0.35644858093014437, 'depth_imb_k_mean_60s': -0.062278837136015876, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-08|IONQ|2026-04-08T09:35:00-04:00|long|5,2026-04-08,IONQ,2026-04-08T09:35:00-04:00,long,5,0.5185611844062805,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,30.42,30.27,45.63,"{'pressure_k': 0.0, 'spread': 0.019999999999999574, 'depth_imb_k': -0.07807720504588316, 'micro_off': 0.0, 'spread_mean_10s': 0.02153846153845871, 'depth_imb_k_mean_10s': 0.1565435692983479, 'depth_imb_k_mean_60s': 0.008195111819215244, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-08|IONQ|2026-04-08T09:36:00-04:00|long|3,2026-04-08,IONQ,2026-04-08T09:36:00-04:00,long,3,0.4673211872577667,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,30.55,30.4,45.83,"{'pressure_k': 0.0, 'spread': 0.019999999999999574, 'depth_imb_k': -0.36249773856409256, 'micro_off': -0.005000000000002558, 'spread_mean_10s': 0.014782608695649234, 'depth_imb_k_mean_10s': -0.2504545019462469, 'depth_imb_k_mean_60s': -0.22804605298241928, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-08|IONQ|2026-04-08T09:37:00-04:00|long|3,2026-04-08,IONQ,2026-04-08T09:37:00-04:00,long,3,0.598892331123352,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,30.375,30.22,45.56,"{'pressure_k': 0.0, 'spread': 0.019999999999999574, 'depth_imb_k': 0.45920882548421366, 'micro_off': 0.0033333333333338544, 'spread_mean_10s': 0.020250000000003255, 'depth_imb_k_mean_10s': -0.1013202432835433, 'depth_imb_k_mean_60s': -0.08812203286633112, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-08|IONQ|2026-04-08T09:38:00-04:00|long|3,2026-04-08,IONQ,2026-04-08T09:38:00-04:00,long,3,0.5181971192359924,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,30.41,30.26,45.62,"{'pressure_k': 0.0, 'spread': 0.019999999999999574, 'depth_imb_k': 0.02600577906201378, 'micro_off': -0.004999999999999005, 'spread_mean_10s': 0.022499999999998722, 'depth_imb_k_mean_10s': -0.17063566322590223, 'depth_imb_k_mean_60s': 0.1772754811739963, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-08|IONQ|2026-04-08T09:39:00-04:00|long|12,2026-04-08,IONQ,2026-04-08T09:39:00-04:00,long,12,0.48458755016326904,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,30.2401,30.09,45.36,"{'pressure_k': 0.0, 'spread': 0.019999999999999574, 'depth_imb_k': 0.44152843023445043, 'micro_off': -3.552713678800501e-15, 'spread_mean_10s': 0.020999999999997243, 'depth_imb_k_mean_10s': 0.44582063886656725, 'depth_imb_k_mean_60s': 0.33963314129888195, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
