top_k,max_longs_per_day,min_score,combined_trades,combined_total_pnl,combined_gross_profit,combined_gross_loss,active_days,fw_trades,fw_pnl,fw_profit_factor,combined_total_return_pct,combined_profit_factor,combined_trades_per_day,trade_budget_pass
4,2,0.5,0,0.0,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,False
