top_k,max_longs_per_day,min_score,combined_trades,combined_total_pnl,combined_gross_profit,combined_gross_loss,active_days,fw_trades,fw_pnl,fw_profit_factor,combined_total_return_pct,combined_profit_factor,combined_trades_per_day,trade_budget_pass
4,2,0.0,12,2.8749705000030943,112.77373300000146,109.89876249999837,5,12,2.8749705000030943,1.0261601717308066,0.0028749705000030946,1.0261601717308066,2.4,False
