top_k,max_longs_per_day,min_score,combined_trades,combined_total_pnl,combined_gross_profit,combined_gross_loss,active_days,fw_trades,fw_pnl,fw_profit_factor,combined_total_return_pct,combined_profit_factor,combined_trades_per_day,trade_budget_pass
4,2,0.5,14,52.63191695000205,138.84934150000117,86.21742454999915,5,14,52.63191695000205,1.610455684853817,0.05263191695000205,1.610455684853817,2.8,False
