threshold,atr_stop_mult,r_target,max_hold_bars,trades,win_rate,total_pnl,sharpe,avg_r,stop_pct,target_pct,time_pct,max_dd
0.5,1.0,1.5,20,95,40.0,-2697.9910226142674,-4.689728359370167,-0.05244707309422643,55.78947368421052,31.57894736842105,12.631578947368421,-3432.9388756499834
0.6,1.5,1.5,30,66,37.878787878787875,-2287.2854745107134,-4.713394269042014,-0.11757121960854071,50.0,25.757575757575758,24.242424242424242,-2919.8998584392843
0.6,1.0,2.5,20,66,33.33333333333333,-2729.6368374499802,-4.926968863271514,-0.12132731869697057,59.09090909090909,15.151515151515152,25.757575757575758,-3581.411692449984
0.6,1.0,2.0,60,66,34.84848484848485,-1856.1105763928454,-5.064819452581702,-0.034306801619917976,63.63636363636363,25.757575757575758,10.606060606060606,-3089.967045678562
0.6,1.0,2.5,10,66,28.78787878787879,-2676.2188650785615,-5.113341362260922,-0.11716079283469917,51.515151515151516,10.606060606060606,37.878787878787875,-3028.062937935705
0.5,1.0,1.5,10,95,33.68421052631579,-3667.217566214278,-5.151142672531892,-0.13018795742784928,49.473684210526315,25.263157894736842,25.263157894736842,-3667.217566214278
0.5,1.0,2.0,30,95,34.73684210526316,-3598.013252885699,-5.204623515942583,-0.1197114127220595,63.1578947368421,23.157894736842106,13.684210526315791,-4304.143536635698
0.6,1.0,3.0,30,66,27.27272727272727,-3458.0629532928324,-5.346048558217556,-0.19810571557933493,68.18181818181817,13.636363636363635,18.181818181818183,-4458.57431614998
0.6,1.0,1.5,30,66,40.909090909090914,-2086.1388515571257,-5.438317531463666,-0.06007136038163704,57.57575757575758,31.818181818181817,10.606060606060606,-2919.743247628556
0.6,1.0,2.0,20,66,34.84848484848485,-2575.8295789714043,-5.653173909867877,-0.10665394534327416,59.09090909090909,21.21212121212121,19.696969696969695,-3319.7512982571207
0.6,1.0,2.0,10,66,28.78787878787879,-3033.387357635704,-5.740184051899983,-0.15781722270829013,51.515151515151516,16.666666666666664,31.818181818181817,-3292.3732958499895
0.6,1.0,1.5,20,66,37.878787878787875,-2306.2846633856952,-5.9508469096967875,-0.08155252693441128,56.060606060606055,30.303030303030305,13.636363636363635,-3088.2518369571267
0.6,1.0,1.5,10,66,30.303030303030305,-3241.767246749995,-6.354977052613291,-0.1823911274745738,50.0,22.727272727272727,27.27272727272727,-3365.8093146071387
0.6,1.0,2.5,30,66,28.78787878787879,-3426.587307214276,-6.4227400237383625,-0.1968508049802296,66.66666666666666,16.666666666666664,16.666666666666664,-4325.810993285706
0.6,1.0,2.0,30,66,33.33333333333333,-3060.3040653071284,-6.7688527614424085,-0.15778330280223174,63.63636363636363,21.21212121212121,15.151515151515152,-3895.584262449985
