ticker
AAPL
ABBV
ABT
ACN
ADBE
ADI
ADP
ADSK
AEE
AIG
ALGN
ALL
AMD
AMGN
AMZN
ANET
ANSS
AON
APD
AVGO
AXP
AZO
BAC
BDX
BIIB
BKNG
BLK
BRK-B
BSX
C
CARR
CAT
CB
CDNS
CHTR
CL
CME
CMG
COP
COST
CPRT
CRM
CRWD
CSGP
CSX
CTAS
CTSH
CVS
CVX
DE
DG
DHR
DIS
DUK
DXCM
EA
ECL
ELV
EMR
EOG
EQIX
EW
EXC
F
FAST
FCX
FI
FISV
FTNT
GD
GILD
GIS
GLW
GM
GOOG
GOOGL
GS
HCA
HD
HLT
HON
IBM
ICE
IDXX
IEX
ILMN
INTU
ITW
JNJ
JPM
KHC
KLAC
KMB
KO
KR
LLY
LOW
LRCX
MA
MCHP
MCO
MDLZ
META
MKTX
MMC
MNST
MO
MPWR
MRK
MSCI
MSFT
MU
NEE
NFLX
NKE
NOW
NSC
NVDA
NXPI
ODFL
ORLY
OTIS
PANW
PAYX
PCAR
PEP
PFE
PG
PLD
PM
PNC
PYPL
QCOM
REGN
ROP
ROST
RTX
SBUX
SCHW
SHW
SLB
SNPS
SO
SPGI
SYK
T
TEAM
TFC
TGT
TJX
TMO
TMUS
TSLA
TXN
UNH
UNP
USB
V
VICI
VRSK
VRTX
VZ
WBA
WDAY
WFC
WM
WMT
XEL
XOM
ZTS
