signal,horizon_sec,t_stat,p_value,expectancy_bps,win_rate,avg_win_bps,avg_loss_bps,profit_factor,sharpe,n_trades,std_bps
large_bid,30,41.915875472093184,0.0,0.17464744731932932,0.03153296496658663,5.53856725824519,0.0,0.0,387.1158005557138,69134,1.0955432906856686
large_bid,60,56.46540847513173,0.0,0.337432300728086,0.05740705902782803,5.877888650671269,0.0,0.0,521.6055722922589,69103,1.5709147948812983
large_bid,120,75.7419463096645,0.0,0.6458571252684134,0.10489267402450682,6.157313952331096,0.0,0.0,699.983782414449,69042,2.2405605042039936
large_bid,300,120.48844108065379,0.0,1.5574879234016032,0.23282797479016004,6.6894363738090945,0.0,0.0,1114.9715051652054,68862,3.39210368366515
large_ask,30,-36.69016826284575,0.0,-0.18584176720985301,0.0,0.0,0.18584176720985301,0.0,-375.2813648680254,56364,1.2025261417056317
large_ask,60,-49.12289972355925,0.0,-0.37041227675979593,0.0,0.0,0.37041227675979593,0.0,-502.8542905371754,56273,1.7887572678617225
large_ask,120,-66.85161467905841,0.0,-0.7497513869328813,0.0,0.0,0.7497513869328813,0.0,-684.757011493524,56204,2.658820319064016
large_ask,300,-99.50453136311233,0.0,-1.7293765046827698,0.0,0.0,1.7293765046827698,0.0,-1021.5571219735352,55947,4.110882820700312
