rule,lift,support,p_value,baseline_rate,n_samples
atr_14_bin == 4 AND is_power_hour_bin == True,4.744759487308736,0.02301637646134819,0.0,0.020558341922421914,151449
ret_30m_bin == 0.0 AND ret_60m_bin == 4.0,4.05393576743911,0.008572270075595124,0.0,0.020558341922421914,56406
ret_60m_bin == 4.0 AND is_power_hour_bin == True,3.90145068014633,0.025945075830684672,0.0,0.020558341922421914,170720
ret_5m_bin == 3.0 AND price_vs_vwap_pct_bin == 0,3.7728611170624244,0.009342172571836036,0.0,0.020558341922421914,61472
ret_15m_bin == 0.0 AND ret_30m_bin == 4.0,3.730822375651019,0.008680627848950784,0.0,0.020558341922421914,57119
atr_14_bin == 4 AND is_first_hour_bin == True,3.609548311631571,0.11001642235762807,0.0,0.020558341922421914,723914
ret_5m_bin == 0.0 AND price_vs_vwap_pct_bin == 4,3.6033579513054215,0.00902257033148968,0.0,0.020558341922421914,59369
ret_60m_bin == 4.0 AND atr_14_bin == 4,3.58568216949289,0.06527119686251814,0.0,0.020558341922421914,429488
ret_30m_bin == 4.0 AND is_power_hour_bin == True,3.5793614927448334,0.02654491893227624,0.0,0.020558341922421914,174667
rvol_bin == 4 AND is_first_hour_bin == True,3.560343231172941,0.04521148306685629,0.0,0.020558341922421914,297494
ret_60m_bin == 4.0 AND price_vs_vwap_pct_bin == 0,3.558263612700055,0.014247603439120713,0.0,0.020558341922421914,93750
ret_15m_bin == 4.0 AND ret_30m_bin == 0.0,3.527175313642546,0.008970139150833717,0.0,0.020558341922421914,59024
rvol_bin == 4 AND atr_14_bin == 4,3.462090530249376,0.0618212251753557,0.0,0.020558341922421914,406787
ret_15m_bin == 0.0 AND ret_60m_bin == 4.0,3.386236287423702,0.018643312045767406,0.0,0.020558341922421914,122674
ret_5m_bin == 0.0 AND atr_14_bin == 4,3.3303503734532227,0.0552680874655436,0.0,0.020558341922421914,363667
ret_30m_bin == 4.0 AND atr_14_bin == 4,3.3180969513367113,0.06833378571057319,0.0,0.020558341922421914,449640
price_vs_vwap_pct_bin == 4 AND is_power_hour_bin == True,3.2827348628731103,0.026473186998161414,0.0,0.020558341922421914,174195
ret_5m_bin == 3.0 AND ret_15m_bin == 0.0,3.2807831812671773,0.012807341702666878,0.0,0.020558341922421914,84273
ret_30m_bin == 4.0 AND ret_60m_bin == 0.0,3.274714039214741,0.009158283503448453,0.0,0.020558341922421914,60262
price_vs_vwap_pct_bin == 0 AND atr_14_bin == 4,3.256141931457665,0.06994273907174622,0.0,0.020558341922421914,460227
ret_5m_bin == 3.0 AND atr_14_bin == 4,3.237226102889202,0.05619573942706245,0.0,0.020558341922421914,369771
price_vs_vwap_pct_bin == 4 AND atr_14_bin == 4,3.2275534246183333,0.0691880340191737,0.0,0.020558341922421914,455261
ret_60m_bin == 0.0 AND atr_14_bin == 4,3.22712202349164,0.06605903234228777,0.0,0.020558341922421914,434672
ret_30m_bin == 0.0 AND atr_14_bin == 4,3.2226301738012384,0.06869502894657095,0.0,0.020558341922421914,452017
ret_15m_bin == 4.0 AND is_power_hour_bin == True,3.2142135828048626,0.027235338798131444,0.0,0.020558341922421914,179210
ret_15m_bin == 0.0 AND atr_14_bin == 4,3.198137783144374,0.072071141057505,0.0,0.020558341922421914,474232
ret_5m_bin == 0.0 AND ret_15m_bin == 4.0,3.1955464330069856,0.012357801318955742,0.0,0.020558341922421914,81315
ret_15m_bin == 4.0 AND atr_14_bin == 4,3.142566173134976,0.07171780049221481,0.0,0.020558341922421914,471907
price_vs_session_avwap_pct_bin == 2 AND atr_14_bin == 4,3.11046789490861,0.03629073560794486,0.0,0.020558341922421914,238795
ret_30m_bin == 0.0 AND is_power_hour_bin == True,3.103153779500873,0.026273340613922013,0.0,0.020558341922421914,172880
ret_60m_bin == 0.0 AND is_power_hour_bin == True,3.0884842546781237,0.024689159085928475,0.0,0.020558341922421914,162456
ret_15m_bin == 0.0 AND is_power_hour_bin == True,3.0713647859866966,0.027260110631310928,0.0,0.020558341922421914,179373
price_vs_session_avwap_pct_bin == 4 AND atr_14_bin == 4,3.0645066600147213,0.04601603573466114,0.0,0.020558341922421914,302788
price_vs_vwap_pct_bin == 0 AND is_power_hour_bin == True,3.0473330779058805,0.026356774579661506,0.0,0.020558341922421914,173429
ret_60m_bin == 4.0 AND is_first_hour_bin == True,2.9985651214279674,0.07138756004130058,0.0,0.020558341922421914,469734
ret_15m_bin == 0.0 AND is_first_hour_bin == True,2.9568567302505087,0.06985945708044342,0.0,0.020558341922421914,459679
price_vs_vwap_pct_bin == 0 AND is_first_hour_bin == True,2.922854761354599,0.07150929156508443,0.0,0.020558341922421914,470535
price_vs_session_avwap_pct_bin == 4 AND is_first_hour_bin == True,2.919289221018803,0.0360971201756095,0.0,0.020558341922421914,237521
ret_30m_bin == 4.0 AND is_first_hour_bin == True,2.900946396777937,0.07132053931472294,0.0,0.020558341922421914,469293
ret_15m_bin == 4.0 AND is_first_hour_bin == True,2.8793331671610307,0.07049774971451601,0.0,0.020558341922421914,463879
rvol_bin == 3 AND atr_14_bin == 4,2.878863997906858,0.04822072888763527,0.0,0.020558341922421914,317295
atr_14_bin == 4,2.87826554001849,0.19983954538974907,0.0,0.020558341922421914,1314955
ret_30m_bin == 0.0 AND is_first_hour_bin == True,2.876058762580692,0.07093528411772912,0.0,0.020558341922421914,466758
price_vs_vwap_pct_bin == 4 AND is_first_hour_bin == True,2.8681935723126566,0.07156795369764443,0.0,0.020558341922421914,470921
ret_5m_bin == 0.0 AND ret_30m_bin == 4.0,2.850419884210339,0.020827792598662565,0.0,0.020558341922421914,137048
ret_60m_bin == 0.0 AND price_vs_vwap_pct_bin == 4,2.8334195601474756,0.014615533550332566,0.0,0.020558341922421914,96171
ret_5m_bin == 0.0 AND is_power_hour_bin == True,2.8123464331183117,0.029279242997093946,0.0,0.020558341922421914,192659
ret_15m_bin == 4.0 AND ret_60m_bin == 0.0,2.8039939730849475,0.019092548480605175,0.0,0.020558341922421914,125630
ret_5m_bin == 3.0 AND is_power_hour_bin == True,2.7907647944679477,0.02910568819040087,0.0,0.020558341922421914,191517
price_vs_session_avwap_pct_bin == 0 AND atr_14_bin == 4,2.7743027074291455,0.04797574609570073,0.0,0.020558341922421914,315683
ret_60m_bin == 0.0 AND is_first_hour_bin == True,2.773378580446256,0.07212220446823081,0.0,0.020558341922421914,474568
ret_5m_bin == 3.0 AND ret_30m_bin == 0.0,2.7562122622465224,0.021488729423801083,0.0,0.020558341922421914,141397
atr_14_bin == 3 AND is_power_hour_bin == True,2.739068799892067,0.03541977011130912,0.0,0.020558341922421914,233064
ret_5m_bin == 0.0 AND ret_60m_bin == 4.0,2.7387713620719114,0.027852506985504982,0.0,0.020558341922421914,183271
ret_5m_bin == 0.0 AND is_first_hour_bin == True,2.730243410599307,0.05995391527181996,0.0,0.020558341922421914,394500
price_vs_session_avwap_pct_bin == 3 AND atr_14_bin == 4,2.7277921307350903,0.03415427897704183,0.0,0.020558341922421914,224737
ret_5m_bin == 3.0 AND is_first_hour_bin == True,2.726116708674656,0.06046226976252778,0.0,0.020558341922421914,397845
price_vs_session_avwap_pct_bin == 1 AND atr_14_bin == 4,2.684216568062982,0.035402748974400516,0.0,0.020558341922421914,232952
atr_14_bin == 4 AND is_power_hour_bin == False,2.6353113637416503,0.1768231689284009,0.0,0.020558341922421914,1163506
price_vs_session_avwap_pct_bin == 0 AND is_first_hour_bin == True,2.5998989339786482,0.040813038920349286,0.0,0.020558341922421914,268552
rvol_bin == 3 AND is_power_hour_bin == True,2.5992898983371435,0.03757476762348759,0.0,0.020558341922421914,247244
rvol_bin == 2 AND atr_14_bin == 4,2.5987228322530753,0.0410989028357518,0.0,0.020558341922421914,270433
ret_60m_bin == 4.0 AND rvol_bin == 4,2.584976611421473,0.05044001158653105,0.0,0.020558341922421914,331898
rvol_bin == 0 AND atr_14_bin == 4,2.4817899985686287,0.01724332353503482,0.0,0.020558341922421914,113462
rvol_bin == 4 AND is_power_hour_bin == True,2.4776039429300343,0.03109579343877725,0.0,0.020558341922421914,204612
rvol_bin == 3 AND is_first_hour_bin == True,2.457233736705243,0.04578488261646485,0.0,0.020558341922421914,301267
ret_30m_bin == 4.0 AND rvol_bin == 4,2.407556058379205,0.05115109997577527,0.0,0.020558341922421914,336577
ret_5m_bin == 3.0 AND ret_60m_bin == 0.0,2.4067081378816293,0.02845493365252018,0.0,0.020558341922421914,187235
ret_5m_bin == 1.0 AND atr_14_bin == 4,2.396403754292642,0.07585135319558167,0.0,0.020558341922421914,499106
price_vs_vwap_pct_bin == 4 AND rvol_bin == 4,2.3955327803220112,0.04909032661434085,0.0,0.020558341922421914,323017
price_vs_session_avwap_pct_bin == 4 AND is_power_hour_bin == True,2.3846229833364267,0.035451684743012746,0.0,0.020558341922421914,233274
price_vs_vwap_pct_bin == 0 AND rvol_bin == 4,2.370307211853667,0.04667803638085645,0.0,0.020558341922421914,307144
rvol_bin == 1 AND atr_14_bin == 4,2.31250578282868,0.03145536495597149,0.0,0.020558341922421914,206978
rvol_bin == 2 AND is_power_hour_bin == True,2.3052691099311953,0.03456521785383524,0.0,0.020558341922421914,227441
is_first_hour_bin == True,2.2611653860401586,0.2335497550628004,0.0,0.020558341922421914,1536770
is_first_hour_bin == True AND is_power_hour_bin == False,2.2611653860401586,0.2335497550628004,0.0,0.020558341922421914,1536770
ret_30m_bin == 0.0 AND rvol_bin == 4,2.259128947476102,0.04871996491214206,0.0,0.020558341922421914,320580
ret_60m_bin == 0.0 AND rvol_bin == 4,2.2351983824542203,0.04723076740707599,0.0,0.020558341922421914,310781
ret_15m_bin == 4.0 AND rvol_bin == 4,2.2321838371746665,0.053762324746878976,0.0,0.020558341922421914,353759
ret_15m_bin == 0.0 AND rvol_bin == 4,2.228119290718536,0.0512559623370872,0.0,0.020558341922421914,337267
ret_15m_bin == 4.0 AND ret_60m_bin == 4.0,2.2123229320840467,0.09390120506609824,0.0,0.020558341922421914,617875
ret_15m_bin == 3.0 AND atr_14_bin == 4,2.2076214934539276,0.02077110613377945,0.0,0.020558341922421914,136675
price_vs_session_avwap_pct_bin == 2 AND is_first_hour_bin == True,2.1948872550661593,0.05625546538067925,0.0,0.020558341922421914,370164
ret_60m_bin == 4.0 AND price_vs_vwap_pct_bin == 4,2.1805396880724444,0.10340963767166653,0.0,0.020558341922421914,680441
ret_30m_bin == 4.0 AND price_vs_vwap_pct_bin == 1,2.17929106493499,0.005308619047807207,1.141412108039479e-224,0.020558341922421914,34931
ret_60m_bin == 4.0 AND price_vs_session_avwap_pct_bin == 4,2.174221502815952,0.07105655971820292,0.0,0.020558341922421914,467556
ret_30m_bin == 4.0 AND price_vs_session_avwap_pct_bin == 4,2.1688484221703446,0.06336254991220437,0.0,0.020558341922421914,416929
ret_5m_bin == 2.0 AND atr_14_bin == 4,2.1683579332032603,0.012481052587106427,0.0,0.020558341922421914,82126
ret_30m_bin == 3.0 AND price_vs_vwap_pct_bin == 0,2.154867514077704,0.005255579969404506,2.1490270951923456e-213,0.020558341922421914,34582
ret_5m_bin == 3.0 AND ret_60m_bin == 4.0,2.1381540860470105,0.0700044406930399,0.0,0.020558341922421914,460633
price_vs_session_avwap_pct_bin == 0 AND is_power_hour_bin == True,2.137236340899223,0.03051038790867066,0.0,0.020558341922421914,200760
ret_30m_bin == 4.0 AND ret_60m_bin == 4.0,2.117793485778506,0.11914431097373973,0.0,0.020558341922421914,783976
ret_15m_bin == 2.0 AND atr_14_bin == 4,2.109876556741655,0.014862643984380676,0.0,0.020558341922421914,97797
ret_15m_bin == 4.0 AND price_vs_session_avwap_pct_bin == 4,2.103143726490424,0.05741244676715419,0.0,0.020558341922421914,377777
price_vs_vwap_pct_bin == 4 AND price_vs_session_avwap_pct_bin == 4,2.099944492627762,0.059576866694407066,0.0,0.020558341922421914,392019
ret_15m_bin == 0.0 AND ret_60m_bin == 0.0,2.0868599363412494,0.09425788906899549,0.0,0.020558341922421914,620222
price_vs_vwap_pct_bin == 1 AND atr_14_bin == 4,2.069219263341942,0.02231759800147537,0.0,0.020558341922421914,146851
ret_60m_bin == 4.0 AND rvol_bin == 3,2.06816122376475,0.04259205167617165,0.0,0.020558341922421914,280258
ret_30m_bin == 1.0 AND price_vs_vwap_pct_bin == 4,2.062468998072235,0.005415761025669394,2.1075188609334996e-186,0.020558341922421914,35636
ret_30m_bin == 0.0 AND price_vs_vwap_pct_bin == 3,2.049019146564132,0.00525649181602461,1.9213923743948266e-176,0.020558341922421914,34588
ret_30m_bin == 3.0 AND atr_14_bin == 4,2.048280125256574,0.021704837072765663,0.0,0.020558341922421914,142819
price_vs_vwap_pct_bin == 3 AND atr_14_bin == 4,2.0464843519340463,0.022244042374120334,0.0,0.020558341922421914,146367
ret_15m_bin == 1.0 AND atr_14_bin == 4,2.033416796093104,0.020289347169491313,0.0,0.020558341922421914,133505
ret_60m_bin == 0.0 AND price_vs_vwap_pct_bin == 0,2.0307795055464353,0.10409382658561768,0.0,0.020558341922421914,684943
is_power_hour_bin == True,2.0215781096917533,0.15257306399005235,0.0,0.020558341922421914,1003939
is_first_hour_bin == False AND is_power_hour_bin == True,2.0215781096917533,0.15257306399005235,0.0,0.020558341922421914,1003939
ret_5m_bin == 0.0 AND ret_60m_bin == 0.0,2.012423578498149,0.07042191447061073,0.0,0.020558341922421914,463380
price_vs_vwap_pct_bin == 2 AND atr_14_bin == 4,2.008878555660021,0.016147131923233457,0.0,0.020558341922421914,106249
ret_30m_bin == 1.0 AND atr_14_bin == 4,2.0005305766097186,0.0224593901509015,0.0,0.020558341922421914,147784
