feature,ic_long,ic_short,ic_combined,mean,std,null_pct,importance_long,importance_short,importance_combined,category
atr_7,0.07681475750294973,0.05901354542855403,0.06791415146575189,0.20654481898607666,0.24507588595618232,0.0,242.5853042602539,509.09460258483887,751.6799068450928,Volatility
atr_pct_7,0.09404384545243016,0.07365963941461671,0.08385174243352345,0.0013369956188298338,0.001177625444854378,0.0,15682.99210357666,48141.00424003601,63823.99634361267,Volatility
atr_14,0.07349687794233059,0.05495001707612676,0.06422344750922868,0.20650533429854134,0.23072722329624112,0.0,162.0449981689453,7156.211406707764,7318.256404876709,Volatility
atr_pct_14,0.09060012507169546,0.06856268172129829,0.07958140339649687,0.001336733823897951,0.0011041266650141776,0.0,28864.614028930664,23910.178997039795,52774.79302597046,Volatility
atr_21,0.0706983612807393,0.05197668393518125,0.06133752260796027,0.20650794001768003,0.22376676248471558,0.0,1420.8876838684082,1282.9246978759766,2703.8123817443848,Volatility
atr_pct_21,0.0879373577345815,0.06472318653736675,0.07633027213597413,0.0013367176703623276,0.001064795348272089,0.0,7212.5269775390625,6850.099052429199,14062.626029968262,Volatility
atr_30,0.06725072318849457,0.04954395567169839,0.05839733943009648,0.2065342814390943,0.2179096704083291,0.0,1107.099277496338,4714.915349960327,5822.014627456665,Volatility
atr_pct_30,0.08504831246987803,0.06138547355143209,0.07321689301065507,0.0013368633756497025,0.0010298110081920669,0.0,56011.586486816406,5278.505184173584,61290.09167098999,Volatility
rsi_7,-0.008626792095723706,0.00882988582250491,0.008728338959114307,50.06473229609492,22.89810723603093,0.0,0.0,62.65530014038086,62.65530014038086,Momentum Oscillators
rsi_14,-0.008230662909023927,0.014944923913415804,0.011587793411219866,50.013483937138034,16.473793587623327,0.0,0.0,187.8867950439453,187.8867950439453,Momentum Oscillators
rsi_21,-0.009719625819461711,0.017644561452898503,0.013682093636180108,49.94745730840551,13.563733629221252,0.0,0.0,315.1213893890381,315.1213893890381,Momentum Oscillators
rsi_30,-0.010483945478367977,0.021716825524946044,0.01610038550165701,49.88059515282825,11.49279738632271,0.0,370.10101318359375,1537.7108573913574,1907.8118705749512,Momentum Oscillators
