auc_long,auc_short,trades,win_rate,pnl,symbols,period,label_type,label_desc,long_rate,short_rate
0.9312134078040255,0.9144668580717084,25,52.0,1330.8749636499965,9,Known Good (Aug 2023),fixed,Fixed 1.5%,1.7105723277771303,2.2933908380930177
0.9200356453488644,0.933268759588743,50,50.0,6248.355464349969,29,Known Good (Aug 2023),relative,ATR 1.5x,1.8679333255624198,1.4949294789602516
0.8854552748760436,0.9248512521290798,45,55.55555555555556,-793.4053323500011,24,Recent (Jul-Sep 2025),fixed,Fixed 1.5%,0.4087870105062082,0.559694364851958
0.9102358543733092,0.9214464004822591,65,41.53846153846154,-3508.252976150076,25,Recent (Jul-Sep 2025),relative,ATR 1.5x,1.063992359121299,0.8061127029608406
