rule,rule_type,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,rule_col,rule_val,rule_col1,rule_val1,rule_col2,rule_val2,aaa_score,regime,is_event_based,passes_event_filter,overfit_check,is_overfit,overfit_reason,overfit_risk,passes_overfit_filter,passes_regime_filter,passes_aaa_score,passes_aaa_filters,validation_passed,validation_reason,val_expectancy,val_expectancy_net,val_win_rate,val_sharpe,val_trades
vwap_cross_up_bin == True AND atr_14_bin == 0,double,LONG,fwd_ret_120m,38.978583225780575,0.0,0.08540921,0.5386328553984625,0.55171347,0.45898756,1.4033269,1.7147434077118313,130213,0.08540921,0.79068923,,,vwap_cross_up_bin,True,atr_14_bin,0,0.41668156806921186,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.7387295059747858,True,True,True,True,True,PASS,0.06745265,0.047452647,0.5014684653292847,1.131129,40178.0
ret_15m_turned_positive_bin == True AND atr_14_bin == 0,double,LONG,fwd_ret_120m,37.038280736129636,0.0,0.08518666,0.5372436128103635,0.5525603,0.4574175,1.4024448,1.7008757460022401,119497,0.08518666,0.79505885,,,ret_15m_turned_positive_bin,True,atr_14_bin,0,0.3917246722813354,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.726791701519491,True,True,True,True,True,PASS,0.0670302,0.0470302,0.5022864213471057,1.1226395,37176.0
ret_5m_turned_positive_bin == True AND atr_14_bin == 0,double,LONG,fwd_ret_120m,34.0643280174239,0.0,0.08264436,0.5346271647886259,0.5494977,0.45368364,1.3914344,1.6626089240618878,105784,0.08264436,0.78908426,,,ret_5m_turned_positive_bin,True,atr_14_bin,0,0.3504509266397426,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.6770023743814043,True,True,True,True,True,PASS,0.06273498,0.042734977,0.49955084441250447,1.0418348,33396.0
ret_15m_turned_positive_bin == True AND ret_30m_turned_positive_bin == True,double,LONG,fwd_ret_120m,39.50584139741942,0.0,0.053467292,0.5223994750589067,0.6175764,0.5635553,1.1986492,0.915369695080135,469386,0.053467292,0.92723954,,,ret_15m_turned_positive_bin,True,ret_30m_turned_positive_bin,True,0.2186486677503006,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.2794718735039104,True,True,True,True,True,PASS,0.037774123,0.017774124,0.4908583635520484,0.5571591,131541.0
vwap_cross_up_bin == True,single,LONG,fwd_ret_120m,44.987227706212465,0.0,0.051789954,0.5221802112993823,0.6125746,0.56105745,1.1931853,0.8908174879047923,642690,0.051789954,0.92290515,vwap_cross_up_bin,True,,,,,0.2153552148441247,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.2622599656457159,True,True,True,True,True,PASS,0.042642433,0.022642434,0.49205859845961586,0.6244218,181643.0
price_up_vol_weak_bin == True AND ret_60m_turned_positive_bin == True,double,LONG,fwd_ret_120m,33.82486138347292,0.0,0.05575008,0.5238450018998517,0.5799499,0.5209517,1.2247502,1.036361051738684,268442,0.05575008,0.85395443,,,price_up_vol_weak_bin,True,ret_60m_turned_positive_bin,True,0.21253779503010548,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.3051907983296183,True,True,True,True,True,PASS,0.03970884,0.019708842,0.4868954655817311,0.6586055,76195.0
price_up_vol_weak_bin == True,single,LONG,fwd_ret_120m,33.82486138347292,0.0,0.05575008,0.5238450018998517,0.5799499,0.5209517,1.2247502,1.036361051738684,268442,0.05575008,0.85395443,price_up_vol_weak_bin,True,,,,,0.21253779503010548,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.3051907983296183,True,True,True,True,True,PASS,0.03970884,0.019708842,0.4868954655817311,0.6586055,76195.0
vwap_cross_up_bin == True AND ret_15m_turned_positive_bin == True,double,LONG,fwd_ret_120m,40.771392484106954,0.0,0.051086806,0.5212112343725707,0.61518973,0.5629977,1.1895214,0.8753370969735282,546715,0.051086806,0.926475,,,vwap_cross_up_bin,True,ret_15m_turned_positive_bin,True,0.21122015222484963,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.25329052635374577,True,True,True,True,True,PASS,0.043708205,0.023708206,0.49278618045200145,0.63651973,154911.0
ret_15m_turned_positive_bin == True,single,LONG,fwd_ret_120m,41.80340943651656,0.0,0.04951955,0.5203239019801269,0.6131654,0.5618897,1.1837289,0.8480774727901322,612284,0.04951955,0.92691827,ret_15m_turned_positive_bin,True,,,,,0.20429397214055856,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.23584330451290808,True,True,True,True,True,PASS,0.041549727,0.021549728,0.49184945049891937,0.6049155,173976.0
ret_5m_turned_positive_bin == True,single,LONG,fwd_ret_120m,39.95927423865358,0.0,0.049819253,0.5196095086807958,0.6160793,0.5626702,1.1843101,0.8394794633930355,570973,0.049819253,0.9420792,ret_5m_turned_positive_bin,True,,,,,0.20173953497909453,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.23741155121226148,True,True,True,True,True,PASS,0.03688109,0.01688109,0.4918960590801461,0.5371435,163439.0
