rule,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,aaa_score,regime
at_session_high_bin == True AND session_range_pct_bin == 4,SHORT,fwd_ret_30m,13.577385104851063,0.0,0.012635653723952554,0.5190596812059804,0.11644104896227218,0.09939736420844415,1.2643209951448557,1.1979305509258418,32372,0.012635653723952554,0.1674427488995989,0.06326315660390519,bull_low_vol
at_session_high_bin == True,SHORT,fwd_ret_30m,13.577385104851063,0.0,0.012635653723952554,0.5190596812059804,0.11644104896227218,0.09939736420844415,1.2643209951448557,1.1979305509258418,32372,0.012635653723952554,0.1674427488995989,0.06326315660390519,bull_low_vol
session_range_pct_bin == 4 AND is_first_hour_bin == True,SHORT,fwd_ret_30m,16.683125602654265,0.0,0.028084377875183905,0.5498074903745187,0.16007287616533072,0.1331094746471008,1.4686596605072921,2.215835763178928,14285,0.028084377875183905,0.20119978425775006,0.058497526245084676,bull_low_vol
