rule,rule_type,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,rule_col,rule_val,rule_col1,rule_val1,rule_col2,rule_val2,aaa_score,regime,is_event_based,passes_event_filter,overfit_check,is_overfit,overfit_reason,overfit_risk,passes_overfit_filter,passes_regime_filter,passes_aaa_score,passes_aaa_filters,validation_passed,validation_reason,val_expectancy,val_expectancy_net,val_win_rate,val_sharpe,val_trades
ret_5m_turned_positive_bin == True AND is_power_hour_bin == True,double,LONG,fwd_ret_60m,17.958353765693,0.0,0.0771553,0.5430079097538942,0.8747574,0.8705728,1.1939331,0.9462067620245546,90774,0.0771553,1.2944342,,,ret_5m_turned_positive_bin,True,is_power_hour_bin,True,0.10561040697154436,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.5575688143550861,True,True,True,True,True,PASS,0.1408208,0.120820805,0.5286421861656704,1.4777938,29275.0
vwap_cross_up_bin == True AND is_power_hour_bin == True,double,LONG,fwd_ret_60m,17.498793246363235,0.0,0.07066798,0.5419079128756548,0.8644022,0.8682935,1.1776656,0.8716769804765986,101556,0.07066798,1.2869669,,,vwap_cross_up_bin,True,is_power_hour_bin,True,0.09499626714612626,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.49049564676571383,True,True,True,True,True,PASS,0.1297014,0.10970141,0.5225924922484121,1.3858509,33219.0
ret_30m_turned_positive_bin == True AND is_power_hour_bin == True,double,LONG,fwd_ret_60m,16.551442622387334,0.0,0.06889712,0.5419212012990403,0.86354136,0.87119126,1.1726425,0.8490577893281276,95763,0.06889712,1.288143,,,ret_30m_turned_positive_bin,True,is_power_hour_bin,True,0.08751958331975936,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.4728136091439104,True,True,True,True,True,PASS,0.10469569,0.0846957,0.5213876183727373,1.1608851,31046.0
ret_15m_turned_positive_bin == True AND is_power_hour_bin == True,double,LONG,fwd_ret_60m,15.976362809757712,0.0,0.06638966,0.5413767641155243,0.8616811,0.87240344,1.1659307,0.8178935165319419,96153,0.06638966,1.2885579,,,ret_15m_turned_positive_bin,True,is_power_hour_bin,True,0.08146030319210495,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.44665010380115505,True,True,True,True,True,PASS,0.13278656,0.11278656,0.5228022326525434,1.395531,31532.0
avwap_cross_up_bin == True AND is_power_hour_bin == True,double,LONG,fwd_ret_60m,14.38737525772169,0.0,0.061744653,0.5353902188529016,0.88048357,0.8817242,1.1507225,0.7431692920343008,94447,0.061744653,1.3189,,,avwap_cross_up_bin,True,is_power_hour_bin,True,0.06625612273014432,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.3882269645908359,True,True,True,True,True,PASS,0.076272465,0.056272466,0.5146202788682821,0.8462667,29548.0
ret_60m_turned_positive_bin == True AND is_power_hour_bin == True,double,LONG,fwd_ret_60m,13.806589943647536,0.0,0.056617007,0.5379800267682487,0.8569649,0.87531495,1.1399981,0.7032504146674278,97130,0.056617007,1.2780186,,,ret_60m_turned_positive_bin,True,is_power_hour_bin,True,0.060457311869503746,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.342130120131575,True,True,True,True,True,PASS,0.119912,0.099912,0.53404875463699,1.345946,30192.0
