rule,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,aaa_score,regime
is_first_hour_bin == True,LONG,fwd_ret_30m,23.954244608279435,0.0,0.03668205239262745,0.5059305253849555,0.27193453422314445,0.20421810000671678,1.3635560473743094,1.667253933983273,52019,0.03668205239262745,0.34926265123321437,0.23386292207005693,bull_high_vol
atr_14_bin == 4 AND is_first_hour_bin == True,LONG,fwd_ret_30m,23.1041249118633,0.0,0.06605703122847464,0.5307136204373087,0.3461312946367256,0.250677553020947,1.5615205505817795,2.4425609626962945,22547,0.06605703122847464,0.4293128719739607,0.12799257347007234,bull_high_vol
rel_strength_60m_bin == 0.0 AND is_first_hour_bin == True,LONG,fwd_ret_30m,22.887468086823265,0.0,0.06030273709884587,0.5422298294280824,0.26885115315087993,0.18672334571059676,1.7054900855633868,2.791276548136176,16943,0.06030273709884587,0.34295285971557804,0.09654527417824305,bull_high_vol
ret_60m_bin == 4.0 AND is_first_hour_bin == True,LONG,fwd_ret_30m,15.95124644157733,0.0,0.0426887998218219,0.5133326194045834,0.2957730439676428,0.22426231126036372,1.391133859235985,1.8529041864265579,18676,0.0426887998218219,0.36573056153813976,0.06559134973889846,bull_high_vol
