rule,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,aaa_score,regime
rel_strength_60m_bin == 0.0 AND is_first_hour_bin == True,LONG,fwd_ret_30m,24.41736254089551,0.0,0.03778516507354263,0.5663985701519214,0.16053896352673722,0.1225638816280953,1.7109975619171849,2.991839895565334,16785,0.03778516507354263,0.20048562795147934,0.0974524069409963,bear_low_vol
price_vs_vwap_pct_bin == 0 AND is_first_hour_bin == True,LONG,fwd_ret_30m,12.234968913854008,0.0,0.023915401725778294,0.5236363636363637,0.1751107103128229,0.1422840214538738,1.3528441709707932,1.690503892276569,13200,0.023915401725778294,0.22457519001179282,0.03309322011320484,bear_low_vol
