rule,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,aaa_score,regime
is_first_hour_bin == True,LONG,fwd_ret_30m,38.439239028279744,0.0,0.05211152085306834,0.5691083123425693,0.23540434962814302,0.1899759350822849,1.6366005962322716,2.739206616137828,49625,0.05211152085306834,0.3020015879188529,0.45118056809443347,bear_high_vol
is_power_hour_bin == True,LONG,fwd_ret_30m,25.93372330549712,0.0,0.09163492903988342,0.542863275380983,0.3723848767872361,0.24176387265163896,1.8291317232265611,2.697328156840271,23295,0.09163492903988342,0.5392964138199351,0.15023069732979782,bear_high_vol
