rule,rule_type,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,rule_col,rule_val,rule_col1,rule_val1,rule_col2,rule_val2,aaa_score,regime,is_event_based,passes_event_filter,overfit_check,is_overfit,overfit_reason,overfit_risk,passes_overfit_filter,passes_regime_filter,passes_aaa_score,passes_aaa_filters,validation_passed,validation_reason,val_expectancy,val_expectancy_net,val_win_rate,val_sharpe,val_trades
avwap_cross_up_bin == True AND atr_14_bin == 0,double,LONG,fwd_ret_60m,10.85870053002933,0.0,0.028639387,0.5216739588397342,0.3692398,0.3428277,1.1746479,0.7758099829210693,49368,0.028639387,0.58601487,,,avwap_cross_up_bin,True,atr_14_bin,0,0.050222018559335134,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.04334791767946844,True,True,True,True,True,PASS,0.06500711,0.045007113,0.5754101601106938,2.4880164,5059.0
avwap_cross_up_bin == True AND ret_60m_bin == 2.0,double,LONG,fwd_ret_60m,10.734201159957497,0.0,0.036633555,0.5306475816691677,0.44481587,0.4248554,1.1837125,0.8187491128202761,43315,0.036633555,0.7102782,,,avwap_cross_up_bin,True,ret_60m_bin,2.0,0.0467607354850676,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.12763071179881896,True,True,True,True,True,PASS,0.034745682,0.0147456825,0.5491043854231007,0.9799369,4857.0
price_down_vol_weak_bin == True AND session_range_pct_bin == 3,double,LONG,fwd_ret_60m,12.44280092116794,0.0,0.059155658,0.5487415426251692,0.44152945,0.40582043,1.3230256,1.453202737823648,18475,0.059155658,0.64620507,,,price_down_vol_weak_bin,True,session_range_pct_bin,3,0.041081937467792595,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.38903966412492635,True,True,True,True,True,PASS,0.055721115,0.035721116,0.5559606270506744,1.5955523,2743.0
avwap_cross_up_bin == True AND rel_strength_60m_bin == 2.0,double,LONG,fwd_ret_60m,10.028855466355193,0.0,0.03628772,0.5247714704886581,0.47395912,0.44701126,1.17082,0.7563542744825892,44305,0.03628772,0.7616136,,,avwap_cross_up_bin,True,rel_strength_60m_bin,2.0,0.04082402755286819,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.11242015344212569,True,True,True,True,True,PASS,0.039751172,0.019751173,0.5571982997597487,1.2172755,5411.0
avwap_cross_up_bin == True AND ret_30m_bin == 1.0,double,LONG,fwd_ret_60m,10.084626954966042,0.0,0.048023615,0.5289284754482282,0.50093263,0.46051162,1.2213744,0.9919305420499073,26047,0.048023615,0.7685531,,,avwap_cross_up_bin,True,ret_30m_bin,1.0,0.03190156669233894,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.23809310122080102,True,True,True,True,True,PASS,0.048164867,0.028164867,0.5499840306611307,1.2040482,3131.0
ret_15m_turned_positive_bin == True AND atr_14_bin == 0,double,LONG,fwd_ret_60m,9.015474206237572,0.0,0.026873764,0.5135443615887992,0.3712099,0.33663708,1.1641055,0.7207712738273815,39426,0.026873764,0.59187675,,,ret_15m_turned_positive_bin,True,atr_14_bin,0,0.030455306939402474,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.027088723177598473,True,True,True,True,True,PASS,0.074090056,0.054090057,0.5744817268647147,2.7126129,4679.0
avwap_cross_up_bin == True AND rel_strength_60m_bin == 1.0,double,LONG,fwd_ret_60m,9.0417143382354,0.0,0.038801447,0.5272645801737212,0.47320947,0.44571477,1.1841503,0.8426790789017666,29012,0.038801447,0.73094714,,,avwap_cross_up_bin,True,rel_strength_60m_bin,1.0,0.026979600443540964,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.14254362591789232,True,True,True,True,True,PASS,0.036865957,0.016865958,0.5342392752464695,1.0049095,3753.0
price_down_vol_weak_bin == True AND ret_60m_bin == 1.0,double,LONG,fwd_ret_60m,8.026467408750168,8.881784197001252e-16,0.022764536,0.5118157517529927,0.4339065,0.40827954,1.1142135,0.560777369943495,51626,0.022764536,0.6444194,,,price_down_vol_weak_bin,True,ret_60m_bin,1.0,0.026663357227521996,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.023631503505985307,True,True,True,True,True,PASS,0.065090336,0.045090336,0.5612523639420046,1.9900753,9518.0
price_down_vol_weak_bin == True AND rel_strength_60m_bin == 1.0,double,LONG,fwd_ret_60m,8.192055863204523,2.220446049250313e-16,0.027893478,0.5168258929696756,0.4565255,0.43059167,1.1340705,0.6529149422621217,39671,0.027893478,0.6781821,,,price_down_vol_weak_bin,True,rel_strength_60m_bin,1.0,0.02538535129772085,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.03365178593935125,True,True,True,True,True,PASS,0.07898661,0.058986608,0.5671279783135968,2.384024,7009.0
ret_30m_turned_positive_bin == True AND atr_14_bin == 0,double,LONG,fwd_ret_60m,7.3708022932137744,1.7275070263167436e-13,0.021794803,0.512369974697779,0.3811585,0.35580125,1.1256188,0.5663468476072374,42684,0.021794803,0.6109009,,,ret_30m_turned_positive_bin,True,atr_14_bin,0,0.0211330551306827,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.024739949395558014,True,True,True,True,True,PASS,0.067649886,0.047649886,0.5675946324854797,2.4847264,4993.0
