sweep_id,entries,rejections,trades_per_day,avg_r_multiple,hit_rate,rejection_counts,reject_bigmove_prob,reject_probability,reject_score_margin,reject_tod_profile,reject_expected_r,reject_risk_budget,reject_capacity,reject_other,metric_total_return,metric_annualized_return,metric_volatility,metric_sharpe_ratio,metric_max_drawdown,metric_max_drawdown_duration,metric_total_commissions,metric_total_slippage,metric_fill_rate,metric_total_trades,metric_win_rate,metric_profit_factor,metric_winning_trades,metric_losing_trades,param_prob_threshold_long,param_score_margin,param_bigmove_policy.probability_threshold,param_max_open_positions_global
76,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.0,0.15,2
77,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.0,0.15,3
78,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.0,0.2,2
79,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.0,0.2,3
80,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.0,0.25,2
81,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.0,0.25,3
82,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.0,0.3,2
83,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.0,0.3,3
84,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.02,0.05,2
85,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.02,0.05,3
86,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.02,0.1,2
87,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.02,0.1,3
88,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.02,0.15,2
89,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.02,0.15,3
90,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.02,0.2,2
91,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.02,0.2,3
92,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.02,0.25,2
93,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.02,0.25,3
94,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.02,0.3,2
95,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.02,0.3,3
96,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.1,0.05,2
97,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.1,0.05,3
98,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.1,0.1,2
99,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.1,0.1,3
100,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.1,0.15,2
101,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.1,0.15,3
102,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.1,0.2,2
103,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.1,0.2,3
104,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.1,0.25,2
105,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.1,0.25,3
106,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.1,0.3,2
107,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.1,0.3,3
108,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.05,0.05,2
109,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.05,0.05,3
110,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.05,0.1,2
111,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.05,0.1,3
112,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.05,0.15,2
113,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.05,0.15,3
114,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.05,0.2,2
115,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.05,0.2,3
116,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.05,0.25,2
117,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.05,0.25,3
118,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.05,0.3,2
119,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,-0.05,0.3,3
120,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.0,0.05,2
121,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.0,0.05,3
122,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.0,0.1,2
123,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.0,0.1,3
124,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.0,0.15,2
125,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.0,0.15,3
126,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.0,0.2,2
127,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.0,0.2,3
128,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.0,0.25,2
129,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.0,0.25,3
130,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.0,0.3,2
131,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.0,0.3,3
132,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.02,0.05,2
133,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.02,0.05,3
134,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.02,0.1,2
135,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.02,0.1,3
136,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.02,0.15,2
137,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.02,0.15,3
138,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.02,0.2,2
139,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.02,0.2,3
140,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.02,0.25,2
141,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.02,0.25,3
142,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.02,0.3,2
143,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.6,0.02,0.3,3
