sweep_id,entries,rejections,trades_per_day,avg_r_multiple,hit_rate,rejection_counts,reject_bigmove_prob,reject_probability,reject_score_margin,reject_tod_profile,reject_expected_r,reject_risk_budget,reject_capacity,reject_other,metric_total_return,metric_annualized_return,metric_volatility,metric_sharpe_ratio,metric_max_drawdown,metric_max_drawdown_duration,metric_total_commissions,metric_total_slippage,metric_fill_rate,metric_total_trades,metric_win_rate,metric_profit_factor,metric_winning_trades,metric_losing_trades,param_prob_threshold_long,param_score_margin,param_bigmove_policy.probability_threshold,param_max_open_positions_global
14,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,-0.05,0.1,2
15,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,-0.05,0.1,3
16,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,-0.05,0.15,2
17,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,-0.05,0.15,3
18,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,-0.05,0.2,2
19,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,-0.05,0.2,3
20,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,-0.05,0.25,2
21,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,-0.05,0.25,3
22,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,-0.05,0.3,2
23,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,-0.05,0.3,3
24,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.0,0.05,2
25,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.0,0.05,3
26,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.0,0.1,2
27,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.0,0.1,3
28,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.0,0.15,2
29,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.0,0.15,3
30,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.0,0.2,2
31,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.0,0.2,3
32,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.0,0.25,2
33,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.0,0.25,3
34,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.0,0.3,2
35,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.0,0.3,3
36,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.02,0.05,2
37,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.02,0.05,3
38,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.02,0.1,2
39,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.02,0.1,3
40,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.02,0.15,2
41,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.02,0.15,3
42,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.02,0.2,2
43,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.02,0.2,3
44,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.02,0.25,2
45,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.02,0.25,3
46,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.02,0.3,2
47,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.02,0.3,3
48,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.1,0.05,2
49,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.1,0.05,3
50,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.1,0.1,2
51,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.1,0.1,3
52,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.1,0.15,2
53,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.1,0.15,3
54,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.1,0.2,2
55,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.1,0.2,3
56,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.1,0.25,2
57,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.1,0.25,3
58,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.1,0.3,2
59,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.1,0.3,3
60,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.05,0.05,2
61,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.05,0.05,3
62,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.05,0.1,2
63,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.05,0.1,3
64,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.05,0.15,2
65,0,18008,0.0,,,"{'bigmove_prob': 17546, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17546,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.05,0.15,3
66,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.05,0.2,2
67,0,18010,0.0,,,"{'bigmove_prob': 17548, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17548,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.05,0.2,3
68,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.05,0.25,2
69,0,18014,0.0,,,"{'bigmove_prob': 17552, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17552,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.05,0.25,3
70,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.05,0.3,2
71,0,18016,0.0,,,"{'bigmove_prob': 17554, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17554,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,-0.05,0.3,3
72,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.0,0.05,2
73,0,17997,0.0,,,"{'bigmove_prob': 17535, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17535,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.0,0.05,3
74,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.0,0.1,2
75,0,18005,0.0,,,"{'bigmove_prob': 17543, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",17543,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.55,0.0,0.1,3
