sweep_id,entries,rejections,trades_per_day,avg_r_multiple,hit_rate,rejection_counts,reject_bigmove_prob,reject_probability,reject_score_margin,reject_tod_profile,reject_expected_r,reject_risk_budget,reject_capacity,reject_other,metric_total_return,metric_annualized_return,metric_volatility,metric_sharpe_ratio,metric_max_drawdown,metric_max_drawdown_duration,metric_total_commissions,metric_total_slippage,metric_fill_rate,metric_total_trades,metric_trades,metric_win_rate,metric_avg_R,metric_total_pnl,metric_fees_total,param_bigmove_policy.probability_threshold,param_prob_threshold_long,param_prob_threshold_short,param_score_margin,param_max_open_positions_global
0,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.6,0.6,0.0,2
1,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.6,0.6,0.0,3
2,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.6,0.6,0.0,5
3,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.6,0.6,0.01,2
4,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.6,0.6,0.01,3
5,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.6,0.6,0.01,5
6,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.6,0.6,0.02,2
7,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.6,0.6,0.02,3
8,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.6,0.6,0.02,5
9,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.6,0.65,0.0,2
10,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.6,0.65,0.0,3
11,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.6,0.65,0.0,5
12,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.6,0.65,0.01,2
13,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.6,0.65,0.01,3
14,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.6,0.65,0.01,5
15,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.6,0.65,0.02,2
16,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.6,0.65,0.02,3
17,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.6,0.65,0.02,5
18,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.6,0.7,0.0,2
19,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.6,0.7,0.0,3
20,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.6,0.7,0.0,5
21,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.6,0.7,0.01,2
22,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.6,0.7,0.01,3
23,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.6,0.7,0.01,5
24,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.6,0.7,0.02,2
25,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.6,0.7,0.02,3
26,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.6,0.7,0.02,5
27,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.6,0.75,0.0,2
28,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.6,0.75,0.0,3
29,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.6,0.75,0.0,5
30,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.6,0.75,0.01,2
31,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.6,0.75,0.01,3
32,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.6,0.75,0.01,5
33,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.6,0.75,0.02,2
34,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.6,0.75,0.02,3
35,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.6,0.75,0.02,5
36,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.65,0.6,0.0,2
37,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.65,0.6,0.0,3
38,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.65,0.6,0.0,5
39,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.65,0.6,0.01,2
40,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.65,0.6,0.01,3
41,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.65,0.6,0.01,5
42,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.65,0.6,0.02,2
43,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.65,0.6,0.02,3
44,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.65,0.6,0.02,5
45,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.65,0.65,0.0,2
46,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.65,0.65,0.0,3
47,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.65,0.65,0.0,5
48,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.65,0.65,0.01,2
49,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.65,0.65,0.01,3
50,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.65,0.65,0.01,5
51,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.65,0.65,0.02,2
52,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.65,0.65,0.02,3
53,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14003, 'probability': 1803, 'score_margin': 688, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14003,1803,688,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.65,0.65,0.65,0.02,5
54,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 13980, 'probability': 1913, 'score_margin': 716, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",13980,1913,716,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.65,0.65,0.7,0.0,2
55,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14613, 'probability': 1982, 'score_margin': 739, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14613,1982,739,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.65,0.65,0.7,0.0,3
