sweep_id,entries,rejections,trades_per_day,avg_r_multiple,hit_rate,rejection_counts,reject_bigmove_prob,reject_probability,reject_score_margin,reject_tod_profile,reject_expected_r,reject_risk_budget,reject_capacity,reject_other,metric_total_return,metric_annualized_return,metric_volatility,metric_sharpe_ratio,metric_max_drawdown,metric_max_drawdown_duration,metric_total_commissions,metric_total_slippage,metric_fill_rate,metric_total_trades,metric_win_rate,metric_profit_factor,metric_winning_trades,metric_losing_trades,param_prob_threshold_long,param_score_margin,param_bigmove_policy.probability_threshold,param_max_open_positions_global
0,0,462,0.0,,,"{'bigmove_prob': 0, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",0,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,-0.1,0.0,2
1,0,462,0.0,,,"{'bigmove_prob': 0, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",0,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,-0.05,0.0,2
2,0,462,0.0,,,"{'bigmove_prob': 0, 'probability': 0, 'score_margin': 0, 'tod_profile': 462, 'expected_r': 0, 'risk_budget': 0, 'capacity': 0, 'other': 0}",0,0,0,462,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.5,0.0,0.0,2
