hypothesis,threshold_set,thresholds,trades,return_pct,sharpe,win_rate,profit_factor,max_drawdown
order_flow,1,"{'book_imbalance_threshold': 0.2, 'trade_imbalance_threshold': 0.15, 'max_spread_pct': 0.1}",0,0.0,-9.29141676358517e+16,0.0,0.0,0.0
order_flow,2,"{'book_imbalance_threshold': 0.25, 'trade_imbalance_threshold': 0.2, 'max_spread_pct': 0.08}",0,0.0,-9.29141676358517e+16,0.0,0.0,0.0
order_flow,3,"{'book_imbalance_threshold': 0.35, 'trade_imbalance_threshold': 0.25, 'max_spread_pct': 0.05}",0,0.0,-9.29141676358517e+16,0.0,0.0,0.0
whale_detect,1,"{'large_order_multiplier': 3.0, 'min_relative_volume': 1.2, 'min_flow_imbalance': 0.05}",0,0.0,-9.29141676358517e+16,0.0,0.0,0.0
whale_detect,2,"{'large_order_multiplier': 4.0, 'min_relative_volume': 1.3, 'min_flow_imbalance': 0.08}",0,0.0,-9.29141676358517e+16,0.0,0.0,0.0
whale_detect,3,"{'large_order_multiplier': 5.0, 'min_relative_volume': 1.5, 'min_flow_imbalance': 0.1}",0,0.0,-9.29141676358517e+16,0.0,0.0,0.0
liquidity_fade,1,"{'depth_drop_threshold': 0.3, 'price_spike_pct': 0.001}",0,0.0,-9.29141676358517e+16,0.0,0.0,0.0
liquidity_fade,2,"{'depth_drop_threshold': 0.4, 'price_spike_pct': 0.0015}",0,0.0,-9.29141676358517e+16,0.0,0.0,0.0
liquidity_fade,3,"{'depth_drop_threshold': 0.5, 'price_spike_pct': 0.002}",0,0.0,-9.29141676358517e+16,0.0,0.0,0.0
