action_id,date,symbol,timestamp,side,hold_minutes,score,paper_only,execution_mode,execution_assumption,entry_price,stop_price,target_price,context
2026-04-10|NOW|2026-04-10T09:30:00-04:00|long|8,2026-04-10,NOW,2026-04-10T09:30:00-04:00,long,8,0.8734070062637329,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,87.345,86.91,131.02,"{'pressure_k': 0.0, 'spread': 0.010000000000005116, 'depth_imb_k': -0.8789846400052757, 'micro_off': -0.004977168949778843, 'spread_mean_10s': 0.07499999999999929, 'depth_imb_k_mean_10s': 0.02466626407469903, 'depth_imb_k_mean_60s': 0.15515212035760703, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-10|NOW|2026-04-10T09:31:00-04:00|long|8,2026-04-10,NOW,2026-04-10T09:31:00-04:00,long,8,0.823411226272583,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,87.89,87.45,131.84,"{'pressure_k': 0.0, 'spread': 0.1700000000000017, 'depth_imb_k': -0.29768749013209833, 'micro_off': 0.05100000000000193, 'spread_mean_10s': 0.15794871794871895, 'depth_imb_k_mean_10s': -0.05696663156635978, 'depth_imb_k_mean_60s': -0.05297632359548911, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-10|NOW|2026-04-10T09:32:00-04:00|long|3,2026-04-10,NOW,2026-04-10T09:32:00-04:00,long,3,0.7104505300521851,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,87.615,87.18,131.42,"{'pressure_k': 0.0, 'spread': 0.11000000000001364, 'depth_imb_k': -0.4157609122465327, 'micro_off': 0.0, 'spread_mean_10s': 0.10200000000000031, 'depth_imb_k_mean_10s': 0.10650808503810794, 'depth_imb_k_mean_60s': -0.2235909403838411, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-10|NOW|2026-04-10T09:33:00-04:00|long|5,2026-04-10,NOW,2026-04-10T09:33:00-04:00,long,5,0.6801671981811523,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,86.57,86.14,129.85,"{'pressure_k': 0.0, 'spread': 0.06999999999999318, 'depth_imb_k': 0.7407321395832059, 'micro_off': 0.017499999999998295, 'spread_mean_10s': 0.04400000000000688, 'depth_imb_k_mean_10s': 0.6669930964983806, 'depth_imb_k_mean_60s': 0.3484573044521501, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-10|NOW|2026-04-10T09:34:00-04:00|long|3,2026-04-10,NOW,2026-04-10T09:34:00-04:00,long,3,0.7882078289985657,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,86.175,85.74,129.26,"{'pressure_k': 0.0, 'spread': 0.04999999999999716, 'depth_imb_k': -0.15891845677033237, 'micro_off': 0.008333333333325754, 'spread_mean_10s': 0.07051282051282051, 'depth_imb_k_mean_10s': 0.2985571661164298, 'depth_imb_k_mean_60s': 0.5444090430549465, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-10|NOW|2026-04-10T09:35:00-04:00|long|5,2026-04-10,NOW,2026-04-10T09:35:00-04:00,long,5,0.8042543530464172,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,85.7101,85.28,128.57,"{'pressure_k': 0.0, 'spread': 0.060000000000002274, 'depth_imb_k': 0.0758461103811365, 'micro_off': -0.01500000000001478, 'spread_mean_10s': 0.052250000000001504, 'depth_imb_k_mean_10s': -0.2764790833403225, 'depth_imb_k_mean_60s': 0.09357102755299014, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-10|NOW|2026-04-10T09:36:00-04:00|long|3,2026-04-10,NOW,2026-04-10T09:36:00-04:00,long,3,0.7807610630989075,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,86.17,85.74,129.25,"{'pressure_k': 0.0, 'spread': 0.04000000000000625, 'depth_imb_k': 0.17029047116232426, 'micro_off': 0.0, 'spread_mean_10s': 0.05230769230768555, 'depth_imb_k_mean_10s': -0.15471286326542738, 'depth_imb_k_mean_60s': -0.1143708443768092, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-10|NOW|2026-04-10T09:37:00-04:00|long|8,2026-04-10,NOW,2026-04-10T09:37:00-04:00,long,8,0.6736317276954651,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,86.03,85.6,129.05,"{'pressure_k': 0.0, 'spread': 0.03999999999999204, 'depth_imb_k': 0.20710276170720426, 'micro_off': -0.006666666666674814, 'spread_mean_10s': 0.05974358974358715, 'depth_imb_k_mean_10s': 0.09881780405477841, 'depth_imb_k_mean_60s': 0.06727017957457314, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-10|NOW|2026-04-10T09:38:00-04:00|long|3,2026-04-10,NOW,2026-04-10T09:38:00-04:00,long,3,0.5985351800918579,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,85.85,85.42,128.77,"{'pressure_k': 0.0, 'spread': 0.060000000000002274, 'depth_imb_k': 0.260099999493417, 'micro_off': 0.0, 'spread_mean_10s': 0.05325000000000415, 'depth_imb_k_mean_10s': 0.2337334351096075, 'depth_imb_k_mean_60s': 0.08198738979198314, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-10|NOW|2026-04-10T09:39:00-04:00|long|5,2026-04-10,NOW,2026-04-10T09:39:00-04:00,long,5,0.6006030440330505,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,85.6849,85.26,128.53,"{'pressure_k': 0.0, 'spread': 0.01999999999999602, 'depth_imb_k': -0.0006251093941439753, 'micro_off': 0.0033333333333445125, 'spread_mean_10s': 0.04263157894737153, 'depth_imb_k_mean_10s': 0.30465363841486987, 'depth_imb_k_mean_60s': 0.38234492042218965, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
