top_k,max_longs_per_day,min_score,combined_trades,combined_total_pnl,combined_gross_profit,combined_gross_loss,active_days,fw_trades,fw_pnl,fw_profit_factor,combined_total_return_pct,combined_profit_factor,combined_trades_per_day,trade_budget_pass
4,2,0.5,12,-101.58505304999824,12.407966500000528,113.99301954999878,5,12,-101.58505304999824,0.10884847641533206,-0.10158505304999822,0.10884847641533206,2.4,False
