action_id,date,symbol,timestamp,side,hold_minutes,score,paper_only,execution_mode,execution_assumption,entry_price,stop_price,target_price,context
2026-04-14|ORCL|2026-04-14T09:30:00-04:00|long|8,2026-04-14,ORCL,2026-04-14T09:30:00-04:00,long,8,0.8879574537277222,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,165.43,164.6,248.15,"{'pressure_k': 0.0, 'spread': 0.30000000000001137, 'depth_imb_k': -0.7285803209191534, 'micro_off': -0.07500000000001705, 'spread_mean_10s': 0.21350000000000052, 'depth_imb_k_mean_10s': -0.42855085825546413, 'depth_imb_k_mean_60s': 0.22558162190655684, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-14|ORCL|2026-04-14T09:31:00-04:00|long|8,2026-04-14,ORCL,2026-04-14T09:31:00-04:00,long,8,0.8777631521224976,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,165.36,164.53,248.04,"{'pressure_k': 0.0, 'spread': 0.23999999999998067, 'depth_imb_k': -0.825293967835912, 'micro_off': -0.03999999999999204, 'spread_mean_10s': 0.12924999999999542, 'depth_imb_k_mean_10s': -0.46046524458509736, 'depth_imb_k_mean_60s': -0.19819867055023602, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-14|ORCL|2026-04-14T09:32:00-04:00|long|8,2026-04-14,ORCL,2026-04-14T09:32:00-04:00,long,8,0.9019554853439331,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,166.57,165.74,249.85,"{'pressure_k': 0.0, 'spread': 0.09999999999999432, 'depth_imb_k': -0.663616802937041, 'micro_off': -0.04374999999996021, 'spread_mean_10s': 0.14631578947368726, 'depth_imb_k_mean_10s': -0.21870885267483836, 'depth_imb_k_mean_60s': -0.29554679268526224, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-14|ORCL|2026-04-14T09:33:00-04:00|long|5,2026-04-14,ORCL,2026-04-14T09:33:00-04:00,long,5,0.8592430949211121,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,165.845,165.02,248.77,"{'pressure_k': 0.0, 'spread': 0.13999999999998636, 'depth_imb_k': -0.22231926070972932, 'micro_off': -0.023333333333340533, 'spread_mean_10s': 0.1853846153846166, 'depth_imb_k_mean_10s': 0.28218812924681, 'depth_imb_k_mean_60s': -0.03669563865455953, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-14|ORCL|2026-04-14T09:34:00-04:00|long|8,2026-04-14,ORCL,2026-04-14T09:34:00-04:00,long,8,0.7746948599815369,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,165.87,165.04,248.81,"{'pressure_k': 0.0, 'spread': 0.1599999999999966, 'depth_imb_k': 0.06438614438986451, 'micro_off': 0.0, 'spread_mean_10s': 0.10589743589743651, 'depth_imb_k_mean_10s': 0.2771221447096869, 'depth_imb_k_mean_60s': -0.05520865828180779, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-14|ORCL|2026-04-14T09:35:00-04:00|long|8,2026-04-14,ORCL,2026-04-14T09:35:00-04:00,long,8,0.8884271383285522,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,167.26,166.42,250.89,"{'pressure_k': 0.0, 'spread': 0.14000000000001478, 'depth_imb_k': -0.4966185078463068, 'micro_off': -0.0646153846153652, 'spread_mean_10s': 0.1480000000000004, 'depth_imb_k_mean_10s': -0.002440605351625891, 'depth_imb_k_mean_60s': -0.2600481224376587, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-14|ORCL|2026-04-14T09:36:00-04:00|long|8,2026-04-14,ORCL,2026-04-14T09:36:00-04:00,long,8,0.8535905480384827,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,168.025,167.18,252.04,"{'pressure_k': 0.0, 'spread': 0.060000000000002274, 'depth_imb_k': -0.28568760535630994, 'micro_off': -0.014999999999986358, 'spread_mean_10s': 0.09400000000000545, 'depth_imb_k_mean_10s': -0.22684643364919593, 'depth_imb_k_mean_60s': -0.10547122414020234, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-14|ORCL|2026-04-14T09:37:00-04:00|long|8,2026-04-14,ORCL,2026-04-14T09:37:00-04:00,long,8,0.8279037475585938,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,168.85,168.01,253.27,"{'pressure_k': 0.0, 'spread': 0.09999999999999432, 'depth_imb_k': -0.49668733523661307, 'micro_off': -0.042307692307673506, 'spread_mean_10s': 0.0761538461538483, 'depth_imb_k_mean_10s': -0.30442986170231806, 'depth_imb_k_mean_60s': -0.22894295715138263, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-14|ORCL|2026-04-14T09:38:00-04:00|long|8,2026-04-14,ORCL,2026-04-14T09:38:00-04:00,long,8,0.8352046012878418,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,168.56,167.72,252.84,"{'pressure_k': 0.0, 'spread': 0.12000000000000455, 'depth_imb_k': -0.6601510783667706, 'micro_off': -0.03000000000002956, 'spread_mean_10s': 0.14100000000000817, 'depth_imb_k_mean_10s': -0.5922013790401301, 'depth_imb_k_mean_60s': -0.1908696183203284, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-14|ORCL|2026-04-14T09:39:00-04:00|long|8,2026-04-14,ORCL,2026-04-14T09:39:00-04:00,long,8,0.8573951721191406,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,167.900259,167.06,251.85,"{'pressure_k': 0.0, 'spread': 0.06999999999999318, 'depth_imb_k': -0.5819081650418321, 'micro_off': -2.842170943040401e-14, 'spread_mean_10s': 0.1197499999999991, 'depth_imb_k_mean_10s': -0.4978036209001383, 'depth_imb_k_mean_60s': -0.4877983912781901, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
