top_k,max_longs_per_day,min_score,combined_trades,combined_total_pnl,combined_gross_profit,combined_gross_loss,active_days,fw_trades,fw_pnl,fw_profit_factor,combined_total_return_pct,combined_profit_factor,combined_trades_per_day,trade_budget_pass
4,2,0.5,4,33.84313295000014,76.34837749999996,42.505244549999816,1,4,33.84313295000014,1.7962107572440795,0.03384313295000014,1.7962107572440795,4.0,True
