action_id,date,symbol,timestamp,side,hold_minutes,score,paper_only,execution_mode,execution_assumption,entry_price,stop_price,target_price,context
2026-04-07|GLW|2026-04-07T09:30:00-04:00|long|8,2026-04-07,GLW,2026-04-07T09:30:00-04:00,long,8,0.5265491008758545,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,143.58,142.86,215.37,"{'pressure_k': 0.0, 'spread': 0.9000000000000057, 'depth_imb_k': -0.44132472846083654, 'micro_off': 0.0, 'spread_mean_10s': 0.04500000000000028, 'depth_imb_k_mean_10s': 0.39746120551708974, 'depth_imb_k_mean_60s': 0.4215715821031214, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-07|GLW|2026-04-07T09:31:00-04:00|long|8,2026-04-07,GLW,2026-04-07T09:31:00-04:00,long,8,0.8017289042472839,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,143.18,142.46,214.77,"{'pressure_k': 0.0, 'spread': 0.0, 'depth_imb_k': -0.25291240897731215, 'micro_off': 0.0, 'spread_mean_10s': 0.3751428571428521, 'depth_imb_k_mean_10s': -0.1757973897455527, 'depth_imb_k_mean_60s': -0.3094039579708774, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-07|GLW|2026-04-07T09:32:00-04:00|long|8,2026-04-07,GLW,2026-04-07T09:32:00-04:00,long,8,0.6701584458351135,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,144.05,143.33,216.08,"{'pressure_k': 0.0, 'spread': 0.8700000000000045, 'depth_imb_k': -0.20936770098937113, 'micro_off': 0.0, 'spread_mean_10s': 0.8037499999999909, 'depth_imb_k_mean_10s': -0.18438193668589217, 'depth_imb_k_mean_60s': -0.12504270875015644, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-07|GLW|2026-04-07T09:33:00-04:00|long|8,2026-04-07,GLW,2026-04-07T09:33:00-04:00,long,8,0.4732544720172882,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,145.01,144.28,217.51,"{'pressure_k': 0.0, 'spread': 0.44999999999998863, 'depth_imb_k': -0.29631457950638496, 'micro_off': -0.15000000000000568, 'spread_mean_10s': 0.4759999999999915, 'depth_imb_k_mean_10s': -0.20864433914216202, 'depth_imb_k_mean_60s': -0.21842012652254333, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-07|GLW|2026-04-07T09:34:00-04:00|long|8,2026-04-07,GLW,2026-04-07T09:34:00-04:00,long,8,0.47321566939353943,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,144.14,143.42,216.21,"{'pressure_k': 0.0, 'spread': 0.3100000000000023, 'depth_imb_k': 0.04594865056872436, 'micro_off': 0.0, 'spread_mean_10s': 0.2412820512820592, 'depth_imb_k_mean_10s': 0.09165155542096451, 'depth_imb_k_mean_60s': 0.04173948881490007, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-07|GLW|2026-04-07T09:35:00-04:00|long|8,2026-04-07,GLW,2026-04-07T09:35:00-04:00,long,8,0.456882119178772,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,143.21,142.49,214.81,"{'pressure_k': 0.0, 'spread': 0.5300000000000011, 'depth_imb_k': 0.0134952570279314, 'micro_off': 0.0, 'spread_mean_10s': 0.4934999999999775, 'depth_imb_k_mean_10s': 0.0338765868971457, 'depth_imb_k_mean_60s': 0.10464762474022729, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-07|GLW|2026-04-07T09:36:00-04:00|long|3,2026-04-07,GLW,2026-04-07T09:36:00-04:00,long,3,0.527415931224823,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,144.78,144.06,217.17,"{'pressure_k': 0.0, 'spread': 0.21999999999999886, 'depth_imb_k': -0.20378458512109246, 'micro_off': 0.0, 'spread_mean_10s': 0.3182500000000232, 'depth_imb_k_mean_10s': -0.01800295858765679, 'depth_imb_k_mean_60s': 0.012159168830734635, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-07|GLW|2026-04-07T09:37:00-04:00|long|3,2026-04-07,GLW,2026-04-07T09:37:00-04:00,long,3,0.4209626317024231,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,145.11,144.38,217.67,"{'pressure_k': 0.0, 'spread': 0.46000000000000796, 'depth_imb_k': -0.04331483855884906, 'micro_off': 0.07666666666665378, 'spread_mean_10s': 0.28400000000000886, 'depth_imb_k_mean_10s': -0.13234569406876986, 'depth_imb_k_mean_60s': -0.1143091326770604, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-07|GLW|2026-04-07T09:38:00-04:00|long|3,2026-04-07,GLW,2026-04-07T09:38:00-04:00,long,3,0.43411073088645935,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,145.1,144.37,217.65,"{'pressure_k': 0.0, 'spread': 0.5199999999999818, 'depth_imb_k': 0.010382958270670204, 'micro_off': 0.08666666666667311, 'spread_mean_10s': 0.4525641025640903, 'depth_imb_k_mean_10s': -0.01897000038256672, 'depth_imb_k_mean_60s': -0.11284865944001368, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
2026-04-07|GLW|2026-04-07T09:39:00-04:00|long|8,2026-04-07,GLW,2026-04-07T09:39:00-04:00,long,8,0.4509616494178772,True,shadow,entry_next_bar_open_time_exit_at_selected_hold,144.33,143.61,216.5,"{'pressure_k': 0.0, 'spread': 0.4399999999999977, 'depth_imb_k': -0.13376368440921102, 'micro_off': 0.0, 'spread_mean_10s': 0.4325641025641289, 'depth_imb_k_mean_10s': -0.09143040654897615, 'depth_imb_k_mean_60s': -0.043232609442064286, 'dist_vwap_bps': None, 'hl_range_pct': None, 'oc_change_pct': None, 'volume_rel_20': None, 'atr_pct': None, 'position_in_range': None, 'rsi': None, 'bb_position': None, 'ret_3': None, 'ret_10': None, 'session_bucket': 0.0}"
