feature,correlation,abs_corr,p_value
breakout_high_30,-0.005350403151668306,0.005350403151668306,0.07519234724605484
stoch_d_14,0.005331423621553147,0.005331423621553147,0.07623243456875169
ma_ratio_20_100,0.00532108231291563,0.00532108231291563,0.07680406359234228
ret_10,0.005315065153532718,0.005315065153532718,0.07731230526062544
log_ret_10,0.005315065153532718,0.005315065153532718,0.07731230526062544
ret_ratio_10_100,0.005315065153532718,0.005315065153532718,0.07731230526062544
ret_ratio_10_50,0.005315065153532718,0.005315065153532718,0.07731230526062544
roc_10,0.005315065153532718,0.005315065153532718,0.07731230526062544
d1_close_10,0.005315054965243497,0.005315054965243497,0.07731287286006341
price_vs_ma_50,0.005306646789678811,0.005306646789678811,0.0776078435804578
ret_vs_avg_10,0.005283549278968573,0.005283549278968573,0.07892577297001066
consec_up_10,0.005263777019210718,0.005263777019210718,0.08003532343055839
up_streak_10,0.005263777019210718,0.005263777019210718,0.08003532343055839
session_pct,-0.0052539458142378745,0.0052539458142378745,0.08060061977626441
regime_breadth_30,-0.005237026153573208,0.005237026153573208,0.08158109335667962
close_vs_open_10d,0.0052335903118597565,0.0052335903118597565,0.08196107193271197
vol_weighted_ret_5,-0.005213635025496721,0.005213635025496721,0.08304298518369325
volatility_contraction_10,0.005130681989380006,0.005130681989380006,0.0880534085161309
vol_accel_3,0.00512043914024428,0.00512043914024428,0.08871552799673808
regime_trend_30,0.005117462038896454,0.005117462038896454,0.08935316307919294
momentum_ext_16,0.005100368638736932,0.005100368638736932,0.09016219007521335
d1_close_5,-0.005091646004906812,0.005091646004906812,0.09050493874382348
ret_5,-0.005091643360602437,0.005091643360602437,0.09050510615426063
ret_ratio_5_50,-0.005091643360602437,0.005091643360602437,0.09050510615426063
roc_5,-0.005091643360602437,0.005091643360602437,0.09050510615426063
log_ret_5,-0.005091643360602437,0.005091643360602437,0.09050510615426063
d1_close_ext_8,0.005056469007506422,0.005056469007506422,0.09281174858032076
roc_ext_8,0.005056464100155895,0.005056464100155895,0.09281206555603917
ret_skew_10,-0.005042776812791637,0.005042776812791637,0.09364163350637102
ema_ratio_20_100,0.004994747823013031,0.004994747823013031,0.09671068934449753
vol_ratio_10_lag_5,0.004988247965075295,0.004988247965075295,0.09715314519899089
volatility_pctl_cross_20,0.004972219714294296,0.004972219714294296,0.0982642329135367
dist_to_low_30,0.004946689840677382,0.004946689840677382,0.09996326342685899
close_vs_low_30,0.004942234141075647,0.004942234141075647,0.10026919308865104
bb_width_roc_20,-0.004850028275752446,0.004850028275752446,0.10680247870819579
vol_x_ret,-0.004818534043232461,0.004818534043232461,0.10916848139856636
roc_ext_12,0.004751256174597666,0.004751256174597666,0.11435341514202492
breadth_x_ret,-0.004725579988582083,0.004725579988582083,0.11617371068732682
ema_ratio_10_100,0.004707870695528457,0.004707870695528457,0.1174396998076335
lower_lows_3,0.004647869494619037,0.004647869494619037,0.12218734741630931
macd_5_35,0.0045677173952411625,0.0045677173952411625,0.12876191054401293
double_top,0.004517466602759134,0.004517466602759134,0.13302192902262597
fib_618_50,0.004499508004459962,0.004499508004459962,0.13457056088499417
fib_500_50,0.004499508004459962,0.004499508004459962,0.13457056088499417
fib_382_50,0.004499508004459962,0.004499508004459962,0.13457056088499417
range_position_50,0.004499507987869742,0.004499507987869742,0.13457056232203626
stoch_d_5,-0.0044662254279901606,0.0044662254279901606,0.13747743775791604
macd_12_26,0.004398116105534232,0.004398116105534232,0.14357670792897098
trending_regime,0.00435514470385728,0.00435514470385728,0.14753030999108138
is_monday,-0.004327633062726146,0.004327633062726146,0.15010488480838094
macd_hist_8_21,0.0043028420312704995,0.0043028420312704995,0.15245408320745163
vol_ratio_10_lag_3,0.0042961368957882985,0.0042961368957882985,0.15309981672428113
high_vol_regime,-0.004260816132846629,0.004260816132846629,0.15650023064580265
dist_to_low_20,0.004225005809522845,0.004225005809522845,0.16001178182834022
close_vs_low_20,0.0042190226769317956,0.0042190226769317956,0.16060424967716874
mom_align,-0.00421735352595598,0.00421735352595598,0.16126266725155047
higher_highs_5,0.00420988355822372,0.00420988355822372,0.16151243070172322
vol_accel_1,0.0041638124596383,0.0041638124596383,0.16619958277328462
stoch_k_14_change_20,-0.004119325551246709,0.004119325551246709,0.1707606983993779
price_jerk_10,0.004102602289402358,0.004102602289402358,0.17322366821521137
down_streak_10,-0.004039019411514781,0.004039019411514781,0.17921325318502263
consec_down_10,-0.004039019411514781,0.004039019411514781,0.17921325318502263
rsi_9,0.004025579479425379,0.004025579479425379,0.1806901196282721
near_high_50,-0.004015727960413368,0.004015727960413368,0.18173378632486736
near_high_100,-0.004015727960413368,0.004015727960413368,0.18173378632486736
ema_ratio_5_20,0.00395838600948621,0.00395838600948621,0.18805109116897314
vol_ratio_60,0.00394663314162612,0.00394663314162612,0.18936566608929908
vol_vs_avg_60,0.00394663314162612,0.00394663314162612,0.18936566608929908
bb_squeeze_20,0.003925231950832953,0.003925231950832953,0.19177679344686013
price_vs_ema_100,0.003923965927954105,0.003923965927954105,0.19192013182966094
outside_bar,0.003923492830202257,0.003923492830202257,0.1919737159019482
ret_20,-0.003891294066843535,0.003891294066843535,0.19617274798177378
log_ret_20,-0.003891294066843535,0.003891294066843535,0.19617274798177378
ret_ratio_20_100,-0.003891294066843535,0.003891294066843535,0.19617274798177378
stoch_k_14_change_10,-0.003870995855539046,0.003870995855539046,0.19800846228632482
momentum_accel_10,0.0038693158646337755,0.0038693158646337755,0.19871111653744722
volatility_pctl_cross_60,0.0038073944494809307,0.0038073944494809307,0.20551138128628144
volatility_pctl_cross_30,0.0038073944494809307,0.0038073944494809307,0.20551138128628144
large_gap,0.0037915242877550044,0.0037915242877550044,0.2073535554745092
range_vs_body,0.0037338039668398625,0.0037338039668398625,0.2143543482591653
price_vs_ema_50,0.003709635144210994,0.003709635144210994,0.2173358142827581
rank_ret_10,0.0036983303100691987,0.0036983303100691987,0.5575360748721927
volatility_accel_5,0.003617605632741162,0.003617605632741162,0.2291382346136979
price_vs_ma_10,-0.0035642211560120134,0.0035642211560120134,0.23590458596136082
vol_weighted_ret_20,-0.003546840590667066,0.003546840590667066,0.23874949197456036
vol_ratio_10_lag_1,0.003542663357487061,0.003542663357487061,0.2387523348954975
macd_8_21,0.0035265252969480542,0.0035265252969480542,0.24089622645053094
regime_trend_10,0.0035058811281782564,0.0035058811281782564,0.24393849980337884
stoch_d_21,0.0034890925737374396,0.0034890925737374396,0.24592617430089572
atr_weighted_ret_20,-0.0034623547517529632,0.0034623547517529632,0.25012113217196996
macd_signal_8_21,0.0034557686234095073,0.0034557686234095073,0.25046557530461244
bb_lower_30,0.0034445251384672697,0.0034445251384672697,0.25203816084861996
ret_vs_avg_5,0.003403273646491179,0.003403273646491179,0.2577625190126064
zscore_30,-0.0033950748015786204,0.0033950748015786204,0.2589109095102058
bb_position_30,-0.003395070216398161,0.003395070216398161,0.25891155273453653
price_jerk_1,-0.003364079502258613,0.003364079502258613,0.2633404830560225
price_vs_ema_10,-0.003342437900751513,0.003342437900751513,0.26633993334177974
stoch_k_21,-0.0033148440807715274,0.0033148440807715274,0.27030762127081304
stoch_k_14,-0.0033131409281767577,0.0033131409281767577,0.27055383688042983
vol_zscore_60,0.003304781563591498,0.003304781563591498,0.2717927109637286
bb_squeeze_30,-0.0033003507884447206,0.0033003507884447206,0.27240775066197964
bb_width_10,0.0032809168340673226,0.0032809168340673226,0.27526950042245785
close_vs_open_5d,-0.003271376913524157,0.003271376913524157,0.2767807703941021
macd_12_26_change_20,-0.0032707938443808002,0.0032707938443808002,0.27676862589390744
macd_roc_20,-0.0032707938443808002,0.0032707938443808002,0.27676862589390744
ma_ratio_10_100,0.0032394968354286426,0.0032394968354286426,0.28134738469949766
