feature,correlation,abs_corr,p_value
zscore_x_vol_20,-0.00322808043130383,0.00322808043130383,0.28307471695615144
atr_weighted_ret_10,0.00318766308584168,0.00318766308584168,0.28940089905757255
rsi_14,0.0031816034800068375,0.0031816034800068375,0.29006332346631186
stoch_d_9,0.0031712058089594366,0.0031712058089594366,0.2916141918626131
zscore_20_lag_1,0.003120512307382861,0.003120512307382861,0.2994268855830374
squeeze_score_30,-0.003093915770390309,0.003093915770390309,0.30353412199091856
volatility_contraction_20,0.0030773127961853768,0.0030773127961853768,0.30628947712390125
lower_lows_5,0.00303334078354639,0.00303334078354639,0.3130994453099231
above_vwap,-0.003003840380783778,0.003003840380783778,0.31782891196023605
price_vs_ma_100,0.0029797779044046717,0.0029797779044046717,0.3217210658050192
fib_382_20,-0.0029534525072370597,0.0029534525072370597,0.3260147439636373
fib_500_20,-0.0029534525072370597,0.0029534525072370597,0.3260147439636373
fib_618_20,-0.0029534525072370597,0.0029534525072370597,0.3260147439636373
range_position_20,-0.002953452356097465,0.002953452356097465,0.3260147687209861
range_vs_avg_30,0.0029533765047364794,0.0029533765047364794,0.3260271936709144
squeeze_score_20,-0.002944312940492929,0.002944312940492929,0.3275140807211656
mins_since_open,0.002917363154161018,0.002917363154161018,0.33196117849323303
cos_hour,0.002917363154161018,0.002917363154161018,0.33196117849323303
hour,0.002917363154161018,0.002917363154161018,0.33196117849323303
macd_hist_5_35,0.0029115883577903482,0.0029115883577903482,0.3329191550197327
consec_up_5,-0.0028465429440149236,0.0028465429440149236,0.3438325697182203
ret_pctl_cross_20,-0.002794096405079774,0.002794096405079774,0.353363141001814
vol_ratio_tf_10_100,0.002787251352650853,0.002787251352650853,0.3540338842438564
down_streak_20,-0.0027792373916993166,0.0027792373916993166,0.3553628475943814
shooting_star,0.0027758651606821848,0.0027758651606821848,0.35594689963947534
rsi_roc_5,-0.0027744718837993264,0.0027744718837993264,0.3562579807606493
atr_ratio_10_60,-0.002715284051839009,0.002715284051839009,0.3665421538601755
range_vs_avg_20,0.0026900298578389228,0.0026900298578389228,0.37101643991699307
up_streak_20,0.002613505886804351,0.002613505886804351,0.38477993599374716
rank_ret,-0.0025867354613753196,0.0025867354613753196,0.40862107194926744
range_contraction_30,0.0025811249560609164,0.0025811249560609164,0.390761006312906
rsi_14_extreme,0.002574362937964986,0.002574362937964986,0.39193925868334967
volatility_accel_10,-0.0025037135222532795,0.0025037135222532795,0.4052637291417982
ma_align_long,0.002429863283905272,0.002429863283905272,0.41906052213490275
high_ret,-0.0023979954180619236,0.0023979954180619236,0.4251871100020397
body_vs_avg_10,0.002365347661544664,0.002365347661544664,0.43151754887212235
breakout_high_50,-0.002321456695730235,0.002321456695730235,0.4401135654089854
price_vs_ma_200,0.0022800712568712433,0.0022800712568712433,0.4483081131546184
d1_close_ext_6,-0.0022433642089298893,0.0022433642089298893,0.45580723572352677
ret_ext_7,0.0022231936952264676,0.0022231936952264676,0.45989502000886373
ret_ext_15,0.00220990363885653,0.00220990363885653,0.4627926449448806
ret_15,0.00220990363885653,0.00220990363885653,0.4627926449448806
log_ret_15,0.00220990363885653,0.00220990363885653,0.4627926449448806
range_skew_10,0.002147470556237347,0.002147470556237347,0.47514727073952234
price_pctl_50,0.0021144725934322127,0.0021144725934322127,0.481950660747708
momentum_5,-0.002053248940123941,0.002053248940123941,0.49485460670238324
rsi_14_lag_5,0.002037330555244307,0.002037330555244307,0.49811424759348355
range_vs_avg_5,0.0020305480457336357,0.0020305480457336357,0.4995109475768771
rsi_14_change_5,-0.0020272504934004086,0.0020272504934004086,0.5002659281775343
body_vs_avg_20,0.0020137170549936424,0.0020137170549936424,0.5030731036630869
volatility_accel_1,0.002013333566168514,0.002013333566168514,0.5032548156154915
curvature_10,0.0019002100248710035,0.0019002100248710035,0.5279279750781096
price_accel_10,0.0019001869948684028,0.0019001869948684028,0.5279329762911548
d2_close_10,0.0019001869948684028,0.0019001869948684028,0.5279329762911548
price_pctl_100,0.001887866294345003,0.001887866294345003,0.5301280943904629
vol_ratio_tf_20_100,-0.0018618637196785677,0.0018618637196785677,0.5358567271710617
body_vs_avg_5,0.001833156974966272,0.001833156974966272,0.5421156422033933
range_vs_avg_10,0.001795783899402777,0.001795783899402777,0.5503815960251474
doji,-0.0017362578880641358,0.0017362578880641358,0.5636740090677459
price_vs_ma_20,0.0017246225752822707,0.0017246225752822707,0.5662901856931561
lower_lows_10,-0.0016855858889867287,0.0016855858889867287,0.5751098143613664
range_position_30,-0.00156524492976235,0.00156524492976235,0.6026994399174956
ret_pctl_cross_60,-0.0014989603806695431,0.0014989603806695431,0.619387558741423
close_vs_high_60,-0.0014785686777986822,0.0014785686777986822,0.6229326564834747
inside_bar,-0.0014528688627491679,0.0014528688627491679,0.6289879635372642
rsi_21,-0.0013943073219478148,0.0013943073219478148,0.6428986212516281
d2_close_ext_8,-0.001381345204773505,0.001381345204773505,0.6462813011415042
ret_pctl_cross_30,0.0013523268429820334,0.0013523268429820334,0.6534873359183287
dist_to_low_10,0.001306913403955077,0.001306913403955077,0.6638424620413389
rank_ret_5,-0.0012954163032738327,0.0012954163032738327,0.7357557745556753
close_vs_low_10,0.001291434533789102,0.001291434533789102,0.6675836019000156
gap,-0.0012880285890737144,0.0012880285890737144,0.668426237468995
rsi_roc_10,0.0012838175600471478,0.0012838175600471478,0.6694796444457349
fib_382_100,0.0011823719312404684,0.0011823719312404684,0.6941733068055166
fib_500_100,0.0011823719312404684,0.0011823719312404684,0.6941733068055166
fib_618_100,0.001182371122168432,0.001182371122168432,0.6941735055123099
mean_revert_regime,-0.0011799460362010524,0.0011799460362010524,0.6947691971406283
range_skew_20,0.001157797294851187,0.001157797294851187,0.7002235966052768
roc_ext_16,0.001155093885642259,0.001155093885642259,0.7011524926362889
ret_ext_25,0.0011464136571384662,0.0011464136571384662,0.7034411733480719
rsi_14_change_20,-0.00113244504078948,0.00113244504078948,0.7065317717130499
body_vs_avg_30,0.0011176707352963996,0.0011176707352963996,0.7101299895589694
higher_highs_3,0.0010689188499875674,0.0010689188499875674,0.7222382191027715
macd_12_26_change_3,0.0010336774656173318,0.0010336774656173318,0.7310381662681265
ret_ratio_5_20,-0.0009828224258099354,0.0009828224258099354,0.7440814597344076
ma_slope_20,-0.0009741521675299791,0.0009741521675299791,0.7459781199152047
ret_vs_avg_20,-0.0009192238935003214,0.0009192238935003214,0.7598559177590175
ret_5_lag_10,0.0008881757891441484,0.0008881757891441484,0.7677931763808619
gap_filled,0.0008137717812168241,0.0008137717812168241,0.7866834290895843
near_low_50,-0.0006916347350282047,0.0006916347350282047,0.8180893172925209
near_low_100,-0.0006916347350282047,0.0006916347350282047,0.8180893172925209
price_vs_ema_200,0.000676082670351395,0.000676082670351395,0.8221105036891909
range_skew_30,0.0006758788417783785,0.0006758788417783785,0.8221663998675621
body_vs_avg_60,-0.0006528475188884162,0.0006528475188884162,0.8281269358782881
rsi_14_change_10,0.0006448756701154669,0.0006448756701154669,0.8302199477268734
bb_lower_20,-0.000633830707292321,0.000633830707292321,0.8330682854628342
outperform_10,-0.0006134471234735534,0.0006134471234735534,0.8383520471267781
trend_strength_30,0.0005483111202947278,0.0005483111202947278,0.855567757733569
price_vs_ema_20,0.0005152814862285849,0.0005152814862285849,0.8639431676923902
lower_wick,-0.0005087347710449396,0.0005087347710449396,0.8656552517279809
range_vs_avg_60,-0.0004542684077885682,0.0004542684077885682,0.879922891422728
market_breadth,-0.0004527832958192963,0.0004527832958192963,0.8803124895770078
dist_to_high_50,0.00038363697391122047,0.00038363697391122047,0.8984825632657878
ret_vs_avg_30,-0.0003742745576430484,0.0003742745576430484,0.9009528972852615
rsi_14_lag_10,-0.000367429596156457,0.000367429596156457,0.9027596268516356
hammer,-0.0003536834030761592,0.0003536834030761592,0.9063708031425215
ret_kurt_20,-0.00033722766231475946,0.00033722766231475946,0.9107345242676721
range_contraction_20,0.0002812346128429297,0.0002812346128429297,0.9254935486720973
gap_size,0.0002625781198471725,0.0002625781198471725,0.9304209549931812
zscore_20_lag_10,0.00014449064331319717,0.00014449064331319717,0.9616800873222924
ma_slope_200,0.00010426526042197194,0.00010426526042197194,0.9723407873188422
rsi_roc_20,8.021333684923161e-05,8.021333684923161e-05,0.9787235186542264
ret_kurt_10,-2.1806077590750385e-05,2.1806077590750385e-05,0.994215802811808
ret_kurt_30,1.6429769873362e-05,1.6429769873362e-05,0.9956418852420814
atr_ratio_5_20,-1.236540646453798e-05,1.236540646453798e-05,0.9967190154789529
pre_market,,,
market_open,,,
volatility_accel_3,,,
outperform_20,,,
outperform_30,,,
outperform_60,,,
zscore_x_vol_5,,,
range_x_vol_5,,,
