top_k,max_longs_per_day,min_score,combined_trades,combined_total_pnl,combined_gross_profit,combined_gross_loss,active_days,fw_trades,fw_pnl,fw_profit_factor,combined_total_return_pct,combined_profit_factor,combined_trades_per_day,trade_budget_pass
4,2,0.5,11,6.714320500002863,112.77373300000146,106.05941249999861,5,11,6.714320500002863,1.0633071628602782,0.006714320500002863,1.0633071628602782,2.2,False
