,total_signals,buy_signals,sell_signals,mean_ret_5s_bps,win_rate_5s,sharpe_5s,mean_ret_10s_bps,win_rate_10s,sharpe_10s,mean_ret_15s_bps,win_rate_15s,sharpe_15s,mean_ret_30s_bps,win_rate_30s,sharpe_30s
l2_only,154147.0,61952.0,92195.0,0.29321776767757146,18.270720889221398,45.08158800902419,0.4220301360850568,24.818249852996203,46.83659989331577,0.5174170442330305,29.0250130345851,47.27976602484032,0.6608865818250821,34.845788452532275,43.13360767934647
l2_context,81692.0,13770.0,67922.0,0.24323849416794488,16.804702746442,28.868787348906913,0.3444887074675322,22.90208958065591,29.811054810740206,0.40563994311641366,27.004832067791767,29.013835730061018,0.4647669712475565,32.77673233129273,24.239245702689054
