,total_signals,buy_signals,sell_signals,mean_ret_5s_bps,win_rate_5s,sharpe_5s,mean_ret_10s_bps,win_rate_10s,sharpe_10s,mean_ret_15s_bps,win_rate_15s,sharpe_15s,mean_ret_30s_bps,win_rate_30s,sharpe_30s
l2_only,80628.0,36310.0,44318.0,0.41164520549777117,23.8197504810378,19.321130093174933,0.5508081599297079,31.30047963418574,17.326600266318955,0.6685503769302671,35.88104329655841,17.311818544416052,0.8948436065029974,41.96198192583359,16.38407765071331
l2_context,40263.0,4593.0,35670.0,0.34241611386039117,23.012479490876547,12.984806870524894,0.41433097152729453,30.39745153181852,10.090504092821519,0.5337917513492564,34.45878600617961,10.372539750812159,0.651637530264268,39.36616552619749,10.066578771096506
