system,timestamp,symbol,side,quantity,price,order_ref
l2-scalping,2026-01-15T14:41:47,INTC,BOT,20,49.93,L2SCALP_bid_depth_obi_ENTRY_BUY_INTC_1768488107469
l2-scalping,2026-01-15T14:41:47,INTC,BOT,20,49.93,L2SCALP_bid_depth_obi_ENTRY_BUY_INTC_1768488107469
l2-scalping,2026-01-15T14:41:49,INTC,BOT,20,49.9,L2SCALP_high_obi_depth_ENTRY_BUY_INTC_1768488108469
l2-scalping,2026-01-15T14:41:49,INTC,BOT,20,49.9,L2SCALP_high_obi_depth_ENTRY_BUY_INTC_1768488108469
l2-scalping,2026-01-15T14:41:53,OCUL,BOT,78,12.63,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488111900
l2-scalping,2026-01-15T14:41:53,OCUL,BOT,78,12.63,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488112875
l2-scalping,2026-01-15T14:41:53,OCUL,BOT,78,12.63,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488111900
l2-scalping,2026-01-15T14:41:53,OCUL,BOT,78,12.63,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488112875
l2-scalping,2026-01-15T14:41:54,INTC,SLD,20,49.91,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488114405
l2-scalping,2026-01-15T14:41:54,INTC,SLD,20,49.91,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488114405
l2-scalping,2026-01-15T14:41:56,OCUL,BOT,78,12.63,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488116402
l2-scalping,2026-01-15T14:41:56,OCUL,BOT,78,12.63,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488116402
l2-scalping,2026-01-15T14:41:57,INTC,BOT,20,49.89,L2SCALP_bid_depth_obi_ENTRY_BUY_INTC_1768488117394
l2-scalping,2026-01-15T14:41:57,INTC,BOT,20,49.89,L2SCALP_bid_depth_obi_ENTRY_BUY_INTC_1768488117394
l2-scalping,2026-01-15T14:42:02,INTC,SLD,20,49.87,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488122645
l2-scalping,2026-01-15T14:42:02,INTC,SLD,20,49.87,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488122645
l2-scalping,2026-01-15T14:42:03,INTC,SLD,20,49.89,L2SCALP_high_obi_depth_ENTRY_SELL_INTC_1768488123371
l2-scalping,2026-01-15T14:42:03,INTC,SLD,20,49.89,L2SCALP_high_obi_depth_ENTRY_SELL_INTC_1768488123371
l2-scalping,2026-01-15T14:42:05,INTC,BOT,20,49.93,L2SCALP_high_obi_depth_ENTRY_BUY_INTC_1768488125601
l2-scalping,2026-01-15T14:42:05,INTC,BOT,20,49.93,L2SCALP_high_obi_depth_ENTRY_BUY_INTC_1768488125601
l2-scalping,2026-01-15T14:42:10,OCUL,SLD,78,12.59,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488129282
l2-scalping,2026-01-15T14:42:10,OCUL,SLD,78,12.6,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488130536
l2-scalping,2026-01-15T14:42:10,OCUL,SLD,78,12.59,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488129282
l2-scalping,2026-01-15T14:42:10,OCUL,SLD,78,12.6,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488130536
l2-scalping,2026-01-15T14:42:14,INTC,SLD,20,49.91,L2SCALP_obi_depth_combo_ENTRY_SELL_INTC_1768488133985
l2-scalping,2026-01-15T14:42:14,INTC,SLD,20,49.91,L2SCALP_obi_depth_combo_ENTRY_SELL_INTC_1768488133985
l2-scalping,2026-01-15T14:42:16,INTC,SLD,20,49.88,L2SCALP_obi_depth_combo_ENTRY_SELL_INTC_1768488136254
l2-scalping,2026-01-15T14:42:16,INTC,SLD,20,49.88,L2SCALP_obi_depth_combo_ENTRY_SELL_INTC_1768488136254
l2-scalping,2026-01-15T14:42:20,INTC,SLD,20,49.89,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488140188
l2-scalping,2026-01-15T14:42:20,INTC,SLD,20,49.89,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488140188
l2-scalping,2026-01-15T14:42:23,INTC,BOT,20,49.94,L2SCALP_obi_depth_combo_ENTRY_BUY_INTC_1768488143530
l2-scalping,2026-01-15T14:42:23,INTC,BOT,20,49.94,L2SCALP_obi_depth_combo_ENTRY_BUY_INTC_1768488143530
l2-scalping,2026-01-15T14:42:25,INTC,BOT,20,49.95,L2SCALP_high_obi_depth_ENTRY_BUY_INTC_1768488144959
l2-scalping,2026-01-15T14:42:25,INTC,BOT,20,49.95,L2SCALP_high_obi_depth_ENTRY_BUY_INTC_1768488144959
l2-scalping,2026-01-15T14:42:26,INTC,BOT,20,49.93,L2SCALP_obi_depth_combo_ENTRY_BUY_INTC_1768488146212
l2-scalping,2026-01-15T14:42:26,INTC,BOT,20,49.93,L2SCALP_obi_depth_combo_ENTRY_BUY_INTC_1768488146212
l2-scalping,2026-01-15T14:42:27,INTC,BOT,20,49.88,L2SCALP_bid_depth_obi_ENTRY_BUY_INTC_1768488147001
l2-scalping,2026-01-15T14:42:27,INTC,BOT,20,49.88,L2SCALP_bid_depth_obi_ENTRY_BUY_INTC_1768488147001
l2-scalping,2026-01-15T14:42:36,INTC,SLD,20,49.84,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488156207
l2-scalping,2026-01-15T14:42:36,INTC,SLD,20,49.84,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488156207
l2-scalping,2026-01-15T14:42:53,INTC,BOT,19,50.07,L2SCALP_obi_depth_combo_ENTRY_BUY_INTC_1768488172512
l2-scalping,2026-01-15T14:42:53,INTC,BOT,19,50.07,L2SCALP_obi_depth_combo_ENTRY_BUY_INTC_1768488172512
l2-scalping,2026-01-15T14:42:55,INTC,BOT,19,50.04,L2SCALP_high_obi_depth_ENTRY_BUY_INTC_1768488174852
l2-scalping,2026-01-15T14:42:55,INTC,BOT,19,50.04,L2SCALP_high_obi_depth_ENTRY_BUY_INTC_1768488174852
l2-scalping,2026-01-15T14:42:58,INTC,SLD,20,49.99,L2SCALP_obi_depth_combo_ENTRY_SELL_INTC_1768488178353
l2-scalping,2026-01-15T14:42:58,INTC,SLD,20,49.99,L2SCALP_obi_depth_combo_ENTRY_SELL_INTC_1768488178353
l2-scalping,2026-01-15T14:43:05,INTC,BOT,19,50.03,L2SCALP_bid_depth_obi_ENTRY_BUY_INTC_1768488184548
l2-scalping,2026-01-15T14:43:05,INTC,BOT,19,50.03,L2SCALP_bid_depth_obi_ENTRY_BUY_INTC_1768488184548
l2-scalping,2026-01-15T14:43:08,INTC,SLD,19,50.04,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488187707
l2-scalping,2026-01-15T14:43:08,INTC,SLD,19,50.04,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488187707
l2-scalping,2026-01-15T14:43:09,INTC,SLD,19,50.03,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488188968
l2-scalping,2026-01-15T14:43:09,INTC,SLD,19,50.03,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488188968
l2-scalping,2026-01-15T14:43:11,INTC,SLD,19,50.03,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488190936
l2-scalping,2026-01-15T14:43:11,INTC,SLD,19,50.03,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488190936
l2-scalping,2026-01-15T14:43:12,INTC,BOT,19,50.04,L2SCALP_obi_depth_combo_ENTRY_BUY_INTC_1768488192484
l2-scalping,2026-01-15T14:43:12,INTC,BOT,19,50.04,L2SCALP_obi_depth_combo_ENTRY_BUY_INTC_1768488192484
l2-scalping,2026-01-15T14:43:21,INTC,SLD,19,50.03,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488200766
l2-scalping,2026-01-15T14:43:21,INTC,SLD,19,50.03,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488200766
l2-scalping,2026-01-15T14:43:22,INTC,SLD,19,50.07,L2SCALP_obi_depth_combo_ENTRY_SELL_INTC_1768488202545
l2-scalping,2026-01-15T14:43:22,INTC,SLD,19,50.07,L2SCALP_obi_depth_combo_ENTRY_SELL_INTC_1768488202545
l2-scalping,2026-01-15T14:43:23,INTC,SLD,19,50.07,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488203421
l2-scalping,2026-01-15T14:43:23,INTC,SLD,19,50.07,L2SCALP_bid_depth_obi_ENTRY_SELL_INTC_1768488203421
l2-scalping,2026-01-15T14:45:15,OCUL,BOT,79,12.54,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488315048
l2-scalping,2026-01-15T14:45:15,OCUL,BOT,79,12.54,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488315048
l2-scalping,2026-01-15T14:45:20,OCUL,SLD,78,12.52,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488319248
l2-scalping,2026-01-15T14:45:20,OCUL,SLD,78,12.52,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488319248
l2-scalping,2026-01-15T14:45:21,OCUL,SLD,78,12.52,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488320497
l2-scalping,2026-01-15T14:45:21,OCUL,SLD,78,12.52,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488320497
l2-scalping,2026-01-15T14:45:22,OCUL,SLD,78,12.52,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488321730
l2-scalping,2026-01-15T14:45:22,OCUL,SLD,78,12.52,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488321730
l2-scalping,2026-01-15T14:45:23,OCUL,SLD,64,12.52,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488323116
l2-scalping,2026-01-15T14:45:23,OCUL,SLD,14,12.52,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488323116
l2-scalping,2026-01-15T14:45:23,OCUL,SLD,64,12.52,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488323116
l2-scalping,2026-01-15T14:45:23,OCUL,SLD,14,12.52,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488323116
l2-scalping,2026-01-15T14:45:24,OCUL,SLD,78,12.52,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488324577
l2-scalping,2026-01-15T14:45:24,OCUL,SLD,78,12.52,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488324577
l2-scalping,2026-01-15T14:45:27,OCUL,BOT,79,12.55,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488326007
l2-scalping,2026-01-15T14:45:27,OCUL,BOT,79,12.55,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488326007
l2-scalping,2026-01-15T14:45:32,OCUL,SLD,78,12.48,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488332691
l2-scalping,2026-01-15T14:45:32,OCUL,SLD,78,12.48,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488332691
l2-scalping,2026-01-15T14:45:35,OCUL,SLD,78,12.49,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488334525
l2-scalping,2026-01-15T14:45:35,OCUL,SLD,78,12.49,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488334525
l2-scalping,2026-01-15T14:45:36,OCUL,SLD,78,12.49,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488335817
l2-scalping,2026-01-15T14:45:36,OCUL,SLD,78,12.49,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488335817
l2-scalping,2026-01-15T14:45:37,OCUL,SLD,78,12.49,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488337069
l2-scalping,2026-01-15T14:45:37,OCUL,SLD,78,12.49,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488337069
l2-scalping,2026-01-15T14:45:38,OCUL,SLD,78,12.52,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488338471
l2-scalping,2026-01-15T14:45:38,OCUL,SLD,78,12.52,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488338471
l2-scalping,2026-01-15T14:45:42,OCUL,SLD,78,12.53,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488341573
l2-scalping,2026-01-15T14:45:42,OCUL,SLD,78,12.53,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488341573
l2-scalping,2026-01-15T14:45:48,OCUL,BOT,79,12.55,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488348085
l2-scalping,2026-01-15T14:45:48,OCUL,BOT,79,12.55,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488348085
l2-scalping,2026-01-15T14:45:53,OCUL,BOT,79,12.55,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488352116
l2-scalping,2026-01-15T14:45:53,OCUL,BOT,79,12.55,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488352116
l2-scalping,2026-01-15T14:45:54,OCUL,BOT,79,12.55,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488353392
l2-scalping,2026-01-15T14:45:54,OCUL,BOT,79,12.53,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488354682
l2-scalping,2026-01-15T14:45:54,OCUL,BOT,79,12.55,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488353392
l2-scalping,2026-01-15T14:45:54,OCUL,BOT,79,12.53,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488354682
l2-scalping,2026-01-15T14:46:03,OCUL,BOT,21,12.53,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488362832
l2-scalping,2026-01-15T14:46:03,OCUL,BOT,21,12.53,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488362832
l2-scalping,2026-01-15T14:46:05,OCUL,BOT,80,12.52,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488364603
l2-scalping,2026-01-15T14:46:05,OCUL,BOT,80,12.52,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488364603
l2-scalping,2026-01-15T14:46:06,OCUL,BOT,79,12.53,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488365848
l2-scalping,2026-01-15T14:46:06,OCUL,BOT,79,12.53,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488365848
l2-scalping,2026-01-15T14:46:08,OCUL,BOT,79,12.44,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488367915
l2-scalping,2026-01-15T14:46:08,OCUL,BOT,79,12.44,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488367915
l2-scalping,2026-01-15T14:46:09,OCUL,BOT,79,12.42,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488369397
l2-scalping,2026-01-15T14:46:09,OCUL,BOT,79,12.42,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488369397
l2-scalping,2026-01-15T14:46:13,OCUL,SLD,78,12.41,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488372190
l2-scalping,2026-01-15T14:46:13,OCUL,SLD,17,12.41,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488373431
l2-scalping,2026-01-15T14:46:13,OCUL,SLD,61,12.41,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488373431
l2-scalping,2026-01-15T14:46:13,OCUL,SLD,78,12.41,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488372190
l2-scalping,2026-01-15T14:46:13,OCUL,SLD,17,12.41,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488373431
l2-scalping,2026-01-15T14:46:13,OCUL,SLD,61,12.41,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488373431
l2-scalping,2026-01-15T14:47:03,OCUL,SLD,78,12.47,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488421807
l2-scalping,2026-01-15T14:47:03,OCUL,SLD,78,12.47,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488423084
l2-scalping,2026-01-15T14:47:35,OCUL,SLD,79,12.36,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488455265
l2-scalping,2026-01-15T14:47:35,OCUL,SLD,79,12.36,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488455265
l2-scalping,2026-01-15T14:47:36,OCUL,SLD,79,12.36,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488456514
l2-scalping,2026-01-15T14:47:36,OCUL,SLD,79,12.36,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488456514
l2-scalping,2026-01-15T14:47:38,OCUL,BOT,80,12.4,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488457995
l2-scalping,2026-01-15T14:47:38,OCUL,BOT,80,12.4,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488457995
l2-scalping,2026-01-15T14:47:48,OCUL,BOT,81,12.39,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488468065
l2-scalping,2026-01-15T14:47:48,OCUL,BOT,81,12.39,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488468065
l2-scalping,2026-01-15T14:47:49,OCUL,BOT,81,12.37,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488469361
l2-scalping,2026-01-15T14:47:49,OCUL,BOT,81,12.37,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488469361
l2-scalping,2026-01-15T14:47:50,OCUL,BOT,19,12.37,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488470608
l2-scalping,2026-01-15T14:47:50,OCUL,BOT,19,12.37,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488470608
l2-scalping,2026-01-15T14:47:56,OCUL,BOT,81,12.37,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488474491
l2-scalping,2026-01-15T14:47:56,OCUL,BOT,81,12.37,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488474491
l2-scalping,2026-01-15T14:48:02,OCUL,BOT,80,12.39,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488482398
l2-scalping,2026-01-15T14:48:02,OCUL,BOT,80,12.39,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488482398
l2-scalping,2026-01-15T14:48:04,OCUL,BOT,81,12.33,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488484531
l2-scalping,2026-01-15T14:48:04,OCUL,BOT,81,12.33,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488484531
l2-scalping,2026-01-15T14:48:16,OCUL,SLD,80,12.27,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488495070
l2-scalping,2026-01-15T14:48:16,OCUL,SLD,80,12.27,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488495070
l2-scalping,2026-01-15T14:48:17,OCUL,SLD,50,12.27,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488496582
l2-scalping,2026-01-15T14:48:17,OCUL,SLD,30,12.27,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488496582
l2-scalping,2026-01-15T14:48:17,OCUL,SLD,50,12.27,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488496582
l2-scalping,2026-01-15T14:48:17,OCUL,SLD,30,12.27,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488496582
l2-scalping,2026-01-15T14:48:19,OCUL,SLD,81,12.3,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488498122
l2-scalping,2026-01-15T14:48:19,OCUL,SLD,81,12.3,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488498122
l2-scalping,2026-01-15T14:48:38,OCUL,BOT,81,12.3,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488517071
l2-scalping,2026-01-15T14:48:38,OCUL,BOT,81,12.3,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488518525
l2-scalping,2026-01-15T14:48:38,OCUL,BOT,81,12.3,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488517071
l2-scalping,2026-01-15T14:48:38,OCUL,BOT,81,12.3,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488518525
l2-scalping,2026-01-15T14:48:43,OCUL,BOT,81,12.3,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488522720
l2-scalping,2026-01-15T14:48:43,OCUL,BOT,81,12.3,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488522720
l2-scalping,2026-01-15T14:48:48,OCUL,SLD,80,12.21,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488527850
l2-scalping,2026-01-15T14:48:48,OCUL,SLD,80,12.21,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488527850
l2-scalping,2026-01-15T14:48:50,OCUL,SLD,52,12.2,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488530395
l2-scalping,2026-01-15T14:48:50,OCUL,SLD,52,12.2,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488530395
l2-scalping,2026-01-15T14:48:59,OCUL,SLD,80,12.25,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488538066
l2-scalping,2026-01-15T14:48:59,OCUL,SLD,80,12.25,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488538066
l2-scalping,2026-01-15T14:49:05,OCUL,SLD,79,12.25,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488545475
l2-scalping,2026-01-15T14:49:05,OCUL,SLD,79,12.25,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488545475
l2-scalping,2026-01-15T14:49:06,OCUL,SLD,21,12.25,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488546723
l2-scalping,2026-01-15T14:49:06,OCUL,SLD,21,12.25,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488546723
l2-scalping,2026-01-15T14:49:18,OCUL,BOT,81,12.23,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488558070
l2-scalping,2026-01-15T14:49:18,OCUL,BOT,81,12.23,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488558070
l2-scalping,2026-01-15T14:49:30,OCUL,BOT,81,12.18,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488570249
l2-scalping,2026-01-15T14:49:30,OCUL,BOT,81,12.18,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488570249
l2-scalping,2026-01-15T14:49:35,OCUL,SLD,80,12.11,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488574154
l2-scalping,2026-01-15T14:49:35,OCUL,SLD,80,12.11,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488574154
l2-scalping,2026-01-15T14:49:39,OCUL,BOT,82,12.13,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488578224
l2-scalping,2026-01-15T14:49:39,OCUL,BOT,82,12.13,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488578224
l2-scalping,2026-01-15T14:49:47,OCUL,SLD,82,12.09,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488586227
l2-scalping,2026-01-15T14:49:47,OCUL,SLD,82,12.09,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488586227
l2-scalping,2026-01-15T14:49:58,OCUL,BOT,83,12.07,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488597334
l2-scalping,2026-01-15T14:49:58,OCUL,BOT,83,12.07,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488597334
l2-scalping,2026-01-15T14:50:07,OCUL,BOT,83,12.06,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488605195
l2-scalping,2026-01-15T14:50:07,OCUL,BOT,83,12.06,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488605195
l2-scalping,2026-01-15T14:50:14,OCUL,BOT,82,12.07,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488612909
l2-scalping,2026-01-15T14:50:14,OCUL,BOT,82,12.07,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488612909
l2-scalping,2026-01-15T14:50:18,OCUL,BOT,82,12.1,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488616505
l2-scalping,2026-01-15T14:50:18,OCUL,BOT,82,12.1,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488616505
l2-scalping,2026-01-15T14:50:20,OCUL,SLD,82,12.06,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488620302
l2-scalping,2026-01-15T14:50:20,OCUL,SLD,82,12.06,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488620302
l2-scalping,2026-01-15T14:50:24,OCUL,BOT,82,12.12,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488623892
l2-scalping,2026-01-15T14:50:24,OCUL,BOT,82,12.12,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488623892
l2-scalping,2026-01-15T14:50:53,OCUL,BOT,84,12.12,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488653561
l2-scalping,2026-01-15T14:50:53,OCUL,BOT,84,12.12,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488653561
l2-scalping,2026-01-15T14:50:54,OCUL,BOT,84,12.12,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488654391
l2-scalping,2026-01-15T14:50:54,OCUL,BOT,84,12.12,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488654391
l2-scalping,2026-01-15T14:51:23,OCUL,BOT,83,12.24,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488681672
l2-scalping,2026-01-15T14:51:23,OCUL,BOT,83,12.24,L2SCALP_high_obi_depth_ENTRY_BUY_OCUL_1768488681672
l2-scalping,2026-01-15T22:57:32.331000,OCUL,SLD,80,12.22,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488539317
l2-scalping,2026-01-15T22:57:32.337000,OCUL,SLD,80,12.4,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768489018865
l2-scalping,2026-01-15T22:57:33.996000,OCUL,BOT,79,12.59,L2SCALP_obi_depth_combo_ENTRY_BUY_OCUL_1768488300269
l2-scalping,2026-01-15T22:57:34.005000,OCUL,SLD,80,12.22,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768488539317
l2-scalping,2026-01-15T22:57:34.012000,OCUL,SLD,80,12.4,L2SCALP_bid_depth_obi_ENTRY_SELL_OCUL_1768489018865
