rule,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,regime
rel_underperform_extreme_bin == True AND atr_14_bin == 4,SHORT,fwd_ret_60m,11.98987134084333,0.0,0.08244302652036832,0.5202122954444935,0.5463400268141477,0.4205396907966885,1.4085994910263906,1.7901091396098283,11305,0.08244302652036832,0.7310964700798281,bear_high_vol
rel_underperform_extreme_bin == True AND is_first_hour_bin == True,SHORT,fwd_ret_60m,11.262857972003301,0.0,0.057400502387572744,0.5023238286647406,0.47640134529937467,0.3655132711622243,1.3155481920065182,1.4169354572189568,15922,0.057400502387572744,0.6430813217664533,bear_high_vol
rel_underperform_extreme_bin == True,SHORT,fwd_ret_60m,10.97860290973387,0.0,0.05457956681965924,0.5015811238141571,0.47062250952429646,0.36410298459906304,1.3007539666414196,1.3590755937769123,16444,0.05457956681965924,0.6375096181477936,bear_high_vol
rel_underperform_extreme_bin == True AND rel_strength_60m_bin == 0.0,SHORT,fwd_ret_60m,10.97860290973387,0.0,0.05457956681965924,0.5015811238141571,0.47062250952429646,0.36410298459906304,1.3007539666414196,1.3590755937769123,16444,0.05457956681965924,0.6375096181477936,bear_high_vol
rel_outperform_extreme_bin == True AND rvol_bin == 0,SHORT,fwd_ret_60m,10.06198759289027,0.0,0.05568407193133946,0.5126095510642104,0.35966814564945376,0.2640290859681526,1.4327152480905934,2.1361871669694295,5591,0.05568407193133946,0.41380139885429257,bear_high_vol
