rule,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,regime
at_session_low_bin == True AND is_first_hour_bin == True,LONG,fwd_ret_30m,10.99904560824675,0.0,0.014217128081994863,0.5074295010845987,0.13948220196655725,0.1148267226653188,1.2513625126427566,1.285804125653512,18440,0.014217128081994863,0.17552433303973064,bull_low_vol
at_session_low_bin == True AND rel_strength_60m_bin == 4.0,LONG,fwd_ret_30m,10.563226616813768,0.0,0.016534478168177207,0.51441523118767,0.09382513145844036,0.06534512727785585,1.521089388105725,2.2580008910657807,5515,0.016534478168177207,0.11624295844429569,bull_low_vol
rel_underperform_extreme_bin == True AND at_session_low_bin == True,LONG,fwd_ret_30m,10.341196433616805,0.0,0.07074548330414988,0.6045510455104551,0.22231672869960295,0.16097229931440432,2.1113660828503655,4.071090787629161,1626,0.07074548330414988,0.2758596626328579,bull_low_vol
price_down_vol_strong_bin == True AND session_range_pct_bin == 3,LONG,fwd_ret_30m,9.536186957280965,0.0,0.015454538686688885,0.4975261521063048,0.13583059921591292,0.1037362181096549,1.2964914486132566,1.2727042713506829,14148,0.015454538686688885,0.1927652805728927,bull_low_vol
ret_60m_bin == 0.0 AND rel_strength_60m_bin == 4.0,LONG,fwd_ret_30m,8.517318044915577,0.0,0.01742084703557449,0.5358502055107323,0.12774360819431965,0.10994422980233401,1.341380463485533,1.6682206929982808,6569,0.01742084703557449,0.1657738538228565,bull_low_vol
