rule,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,regime
ret_60m_bin == 4.0 AND is_first_hour_bin == True,SHORT,fwd_ret_30m,18.23506952090379,0.0,0.013457178088243501,0.511003861003861,0.1428595074290892,0.12176902237177173,1.2260017231441862,1.1610533901268763,62160,0.013457178088243501,0.1839933298828361,bear_low_vol
price_up_vol_weak_bin == True AND is_first_hour_bin == True,SHORT,fwd_ret_30m,16.60936893677809,0.0,0.01618795902317079,0.5156704686088905,0.13453676369521111,0.10981919026058924,1.3043497215837991,1.5248937930635365,29897,0.01618795902317079,0.16852051206649296,bear_low_vol
atr_14_bin == 0 AND is_first_hour_bin == True,SHORT,fwd_ret_30m,12.669868550005262,0.0,0.010064972034804286,0.48064549605645496,0.09525366800542694,0.06877436164247391,1.2817877454267324,1.4488018304144867,19272,0.010064972034804286,0.11028180278855733,bear_low_vol
rel_outperform_extreme_bin == True AND session_range_pct_bin == 4,SHORT,fwd_ret_30m,10.372880370452387,0.0,0.17840392136401176,0.6798179059180577,0.39756591170784716,0.2869258022096293,2.9419486898387204,6.414413195714351,659,0.17840392136401176,0.4415173090158236,bear_low_vol
rel_outperform_extreme_bin == True AND at_session_high_bin == True,SHORT,fwd_ret_30m,7.973507368875203,1.554312234475219e-14,0.13600677963320637,0.6625916870415648,0.31889308316052023,0.22313951207622898,2.806459794046453,6.25875593610469,409,0.13600677963320637,0.34496323474040286,bear_low_vol
