rule,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_trades,mean_ret,std_ret
is_first_hour_bin == True AND spy_ret_60m_bin == 3,SHORT,fwd_ret_60m,30.01136913414357,0.0,0.018008721451890995,0.5248866938089407,0.20720317338833222,0.19100594740686536,1.1984443767282553,1.012727092422267,221303,0.018008721451890995,0.28228689889973363
is_power_hour_bin == True AND spy_ret_60m_bin == 4,SHORT,fwd_ret_60m,22.07004770265694,0.0,0.04342475093421081,0.5081420656905421,0.30994654080830697,0.2319208791984038,1.380678023658421,1.101972928562566,101080,0.04342475093421081,0.6255567014701948
atr_14_bin == 4 AND is_power_hour_bin == True,SHORT,fwd_ret_60m,16.04170372362874,0.0,0.031003716504663645,0.495345962380141,0.4124949738852426,0.3434511375931026,1.1788772236523102,0.6582716412033396,149655,0.031003716504663645,0.7476681520729553
ret_15m_bin == 4.0 AND price_vs_session_avwap_pct_bin == 0,SHORT,fwd_ret_60m,15.543113318362341,0.0,0.01340638680022723,0.4980182088309231,0.20910582896204452,0.18074783825175697,1.1477578862805755,0.5594419601529937,194521,0.01340638680022723,0.3804144270155215
ret_30m_bin == 4.0 AND price_vs_session_avwap_pct_bin == 0,SHORT,fwd_ret_60m,15.267483601017815,0.0,0.014413992052078394,0.4997003758920627,0.20996680230974374,0.18090458922157537,1.1592591954464522,0.5962844860181618,165207,0.014413992052078394,0.3837346695781663
