rule,rule_type,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,rule_col,rule_val,rule_col1,rule_val1,rule_col2,rule_val2,aaa_score,regime,is_event_based,passes_event_filter,overfit_check,is_overfit,overfit_reason,overfit_risk,passes_overfit_filter,passes_regime_filter,passes_aaa_score,passes_aaa_filters,validation_passed,validation_reason,val_expectancy,val_expectancy_net,val_win_rate,val_sharpe,val_trades
avwap_cross_up_bin == True AND rel_strength_60m_bin == 3.0,double,LONG,fwd_ret_120m,9.58309920009164,0.0,0.036799777,0.5158658469069611,0.67237014,0.6404279,1.1186887,0.5806627097777968,68638,0.036799777,1.0060545,,,avwap_cross_up_bin,True,rel_strength_60m_bin,3.0,0.03322407924789787,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.09972946680557954,True,True,True,True,True,PASS,0.039359048,0.019359048,0.5108595387840671,0.7258448,11925.0
ret_30m_bin == 0.0 AND session_range_pct_bin == 3,double,LONG,fwd_ret_120m,12.616357311312987,0.0,0.12516141,0.5327145327145327,0.82415384,0.6717036,1.3987591,1.910535748888913,10989,0.12516141,1.0399574,,,ret_30m_bin,0.0,session_range_pct_bin,3,0.03266315410675231,bull_high_vol,False,False,"(True, 'Expectancy too high (12.516% > 10.000%)')",True,Expectancy too high (12.516% > 10.000%),1.2223110336540395,False,True,True,False,,,,,,,
session_range_pct_bin == 3,single,LONG,fwd_ret_120m,9.966133381742146,0.0,0.030131588,0.5094621031630736,0.68467987,0.64966804,1.0945493,0.49234953695920963,103254,0.030131588,0.97151333,session_range_pct_bin,3,,,,,0.028933326688263004,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.020240083912750395,True,True,True,False,,,,,,,
ret_30m_bin == 0.0 AND is_first_hour_bin == True,double,LONG,fwd_ret_120m,8.668676843729976,0.0,0.031511076,0.5237074062977972,0.66037714,0.6599585,1.1002473,0.546441164593285,63419,0.031511076,0.9154194,,,ret_30m_bin,0.0,is_first_hour_bin,True,0.02871251234210232,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.06252557054256253,True,True,True,False,,,,,,,
avwap_cross_up_bin == True AND ret_30m_bin == 0.0,double,LONG,fwd_ret_120m,10.235432515675255,0.0,0.08047007,0.5275785432872008,0.8067003,0.73055035,1.2331604,1.154770894381844,19798,0.08047007,1.1062132,,,avwap_cross_up_bin,True,ret_30m_bin,0.0,0.028577664006838144,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.5598577890032193,True,True,True,True,False,Net expectancy -0.599% < 1.000% after 2.0 bps cost,0.014007232,-0.0059927674,0.5163172682083423,0.23851953,4627.0
ret_30m_bin == 1.0 AND session_range_pct_bin == 3,double,LONG,fwd_ret_120m,9.593853135274923,0.0,0.06305786,0.5204873688667263,0.67616224,0.6024367,1.218287,1.0445815887063894,21257,0.06305786,0.95829046,,,ret_30m_bin,1.0,session_range_pct_bin,3,0.025666334684922437,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.37155335995539934,True,True,True,False,,,,,,,
avwap_cross_up_bin == True AND session_range_pct_bin == 3,double,LONG,fwd_ret_120m,9.238502332358646,0.0,0.028815443,0.5072705381124386,0.68380845,0.64550716,1.0905975,0.4704668694472508,97173,0.028815443,0.9722916,,,avwap_cross_up_bin,True,session_range_pct_bin,3,0.025518580666640353,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.014541076224877214,True,True,True,True,True,PASS,0.041895542,0.021895543,0.5113010232767345,0.77406055,17786.0
ret_60m_bin == 0.0 AND is_first_hour_bin == True,double,LONG,fwd_ret_120m,8.046799116348856,8.881784197001252e-16,0.029772224,0.5238955598548198,0.65723187,0.6606714,1.0946507,0.5107802211741829,62543,0.029772224,0.92528915,,,ret_60m_bin,0.0,is_first_hour_bin,True,0.024922304999379936,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.04779111970963967,True,True,True,False,,,,,,,
price_down_vol_strong_bin == True AND is_first_hour_bin == True,double,LONG,fwd_ret_120m,10.180549636492016,0.0,0.08945724,0.5427915766738661,0.78592336,0.7373777,1.2653453,1.327718554456942,14816,0.08945724,1.0695714,,,price_down_vol_strong_bin,True,is_first_hour_bin,True,0.02490389555979148,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.680155590157272,True,True,True,True,False,Net expectancy -10.072% < 1.000% after 2.0 bps cost,-0.080723785,-0.10072379,0.4644021739130435,-1.0917562,3680.0
session_range_pct_bin == 4 AND rvol_bin == 4,double,LONG,fwd_ret_120m,9.071397627440172,0.0,0.065339915,0.5100604863597087,0.8281428,0.72879004,1.1829926,0.9237289086649361,24303,0.065339915,1.1228825,,,session_range_pct_bin,4,rvol_bin,4,0.02404454481685059,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.37352012726329403,True,True,True,False,,,,,,,
session_range_pct_bin == 3 AND is_power_hour_bin == True,double,LONG,fwd_ret_120m,10.127037732811734,0.0,0.12475628,0.5580931416385774,1.0625111,1.0595533,1.2664458,1.3333534969458978,14537,0.12475628,1.4853109,,,session_range_pct_bin,3,is_power_hour_bin,True,0.02371438028610253,bull_high_vol,False,False,"(True, 'Expectancy too high (12.476% > 10.000%)')",True,Expectancy too high (12.476% > 10.000%),1.063749049352289,False,True,True,False,,,,,,,
avwap_cross_up_bin == True AND price_vs_vwap_pct_bin == 0,double,LONG,fwd_ret_120m,9.086063013958624,0.0,0.06564215,0.5272403616433222,0.7609197,0.70975906,1.1956283,0.9872055428902713,21347,0.06564215,1.0555419,,,avwap_cross_up_bin,True,price_vs_vwap_pct_bin,0,0.023369266545414887,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.41090220584966325,True,True,True,True,False,Net expectancy -0.273% < 1.000% after 2.0 bps cost,0.017272513,-0.0027274862,0.5321612349914236,0.30928037,4664.0
avwap_cross_up_bin == True AND rvol_bin == 4,double,LONG,fwd_ret_120m,7.579174271984412,3.530509218307998e-14,0.037235558,0.51284599262846,0.8006962,0.76648915,1.0997207,0.5114123381721096,55348,0.037235558,1.1558113,,,avwap_cross_up_bin,True,rvol_bin,4,0.023007335122682195,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.09804756558681499,True,True,True,True,False,Net expectancy 0.272% < 1.000% after 2.0 bps cost,0.022722397,0.0027223974,0.5224654377880185,0.3222196,8680.0
session_range_pct_bin == 3 AND price_vs_vwap_pct_bin == 1,double,LONG,fwd_ret_120m,8.816999341617484,0.0,0.054610077,0.5240005231721673,0.6453512,0.59570295,1.1925912,0.9241719050566911,22937,0.054610077,0.9380377,,,session_range_pct_bin,3,price_vs_vwap_pct_bin,1,0.022670346523056654,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.2941018192616052,True,True,True,False,,,,,,,
avwap_cross_up_bin == True AND is_power_hour_bin == True,double,LONG,fwd_ret_120m,7.570590127753065,3.7969627442180354e-14,0.059790153,0.5471406895830063,1.0765115,1.1686038,1.1129794,0.6146821241831043,38226,0.059790153,1.544114,,,avwap_cross_up_bin,True,is_power_hour_bin,True,0.02194158439139302,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.392182909729844,True,True,True,True,True,PASS,0.36808738,0.34808737,0.6458333333333334,3.4743812,3168.0
session_range_pct_bin == 3 AND price_vs_vwap_pct_bin == 0,double,LONG,fwd_ret_120m,10.004532161787711,0.0,0.08932822,0.5265402843601896,0.7647422,0.6618079,1.2850845,1.4114978002480199,12660,0.08932822,1.004636,,,session_range_pct_bin,3,price_vs_vwap_pct_bin,0,0.021790066360123508,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.6463627884879497,True,True,True,False,,,,,,,
ret_5m_bin == 0.0 AND session_range_pct_bin == 3,double,LONG,fwd_ret_120m,9.114080115142418,0.0,0.06727005,0.5297133406835722,0.71692675,0.6644791,1.2152671,1.0742230207491266,18140,0.06727005,0.9940942,,,ret_5m_bin,0.0,session_range_pct_bin,3,0.02177718515031874,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.43212716099380005,True,True,True,False,,,,,,,
rel_strength_60m_bin == 3.0 AND session_range_pct_bin == 4,double,LONG,fwd_ret_120m,8.103170648351131,4.440892098500626e-16,0.04787919,0.5166957660410301,0.67888445,0.62672234,1.1580704,0.7758041283432047,27492,0.04787919,0.9797042,,,rel_strength_60m_bin,3.0,session_range_pct_bin,4,0.02067114638837602,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.21218342461059408,True,True,True,False,,,,,,,
ret_15m_bin == 0.0 AND session_range_pct_bin == 3,double,LONG,fwd_ret_120m,9.164062151703568,0.0,0.075114064,0.5323123411853582,0.72377205,0.66317487,1.2421795,1.2055707708272585,14561,0.075114064,0.9890741,,,ret_15m_bin,0.0,session_range_pct_bin,3,0.019822331095959028,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.5157653215566218,True,True,False,False,,,,,,,
session_range_pct_bin == 3 AND rvol_bin == 3,double,LONG,fwd_ret_120m,8.509001993385546,0.0,0.06263006,0.5238023802380238,0.7420855,0.68474954,1.1920718,0.9551808836965895,19998,0.06263006,1.0408723,,,session_range_pct_bin,3,rvol_bin,3,0.01970763600805649,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.3739053338250467,True,True,False,False,,,,,,,
rel_strength_60m_bin == 3.0 AND session_range_pct_bin == 3,double,LONG,fwd_ret_120m,7.8687258415981685,3.774758283725532e-15,0.050871275,0.5209578387228817,0.6763102,0.6292929,1.1687508,0.7991769633331556,24430,0.050871275,1.0104852,,,rel_strength_60m_bin,3.0,session_range_pct_bin,3,0.018526341619555287,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.25062843109928973,True,True,False,False,,,,,,,
avwap_cross_up_bin == True AND ret_5m_bin == 0.0,double,LONG,fwd_ret_120m,7.2403755126251905,4.574118861455645e-13,0.041444074,0.5214403518416713,0.71572083,0.6932503,1.1249213,0.6351974520779274,32742,0.041444074,1.0357476,,,avwap_cross_up_bin,True,ret_5m_bin,0.0,0.01817590029877096,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.15732144730850656,True,True,False,False,,,,,,,
avwap_cross_up_bin == True AND ret_60m_bin == 1.0,double,LONG,fwd_ret_120m,6.930172213255047,4.276801135461028e-12,0.03708386,0.5140273323509866,0.6922409,0.6558947,1.1163425,0.59133998137408,34611,0.03708386,0.9955154,,,avwap_cross_up_bin,True,ret_60m_bin,1.0,0.016877102306117744,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.09889326956943162,True,True,False,False,,,,,,,
avwap_cross_up_bin == True AND price_vs_vwap_pct_bin == 1,double,LONG,fwd_ret_120m,6.499669129874757,8.13991096748623e-11,0.03045599,0.5158902604999881,0.64118356,0.6203642,1.1014104,0.5041769669887117,41881,0.03045599,0.9589368,,,avwap_cross_up_bin,True,price_vs_vwap_pct_bin,1,0.016389468707580308,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.03634041863138299,True,True,False,False,,,,,,,
session_range_pct_bin == 3 AND rvol_bin == 4,double,LONG,fwd_ret_120m,7.726342048090969,1.1546319456101628e-14,0.06493757,0.5272121436504998,0.8093222,0.76513577,1.1795111,0.891995973032932,18907,0.06493757,1.1556689,,,session_range_pct_bin,3,rvol_bin,4,0.015902342643504652,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.40379997931092554,True,True,False,False,,,,,,,
session_range_pct_bin == 3 AND atr_14_bin == 4,double,LONG,fwd_ret_120m,7.485039123587268,7.438494264988549e-14,0.05691562,0.5183299389002036,0.81332684,0.757066,1.1560802,0.8274255972156185,20622,0.05691562,1.09195,,,session_range_pct_bin,3,atr_14_bin,4,0.015324148681583096,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.3058160625929259,True,True,False,False,,,,,,,
price_up_vol_strong_bin == True AND session_range_pct_bin == 4,double,LONG,fwd_ret_120m,7.737914851040666,1.0658141036401503e-14,0.06540004,0.509592655708867,0.8365636,0.7359323,1.1812105,0.9107431592754947,18191,0.06540004,1.139941,,,price_up_vol_strong_bin,True,session_range_pct_bin,4,0.015122230433689146,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.37318572781578246,True,True,False,False,,,,,,,
avwap_cross_up_bin == True AND ret_60m_bin == 0.0,double,LONG,fwd_ret_120m,7.4937447301808655,6.994405055138486e-14,0.059749182,0.5212903923051984,0.77749896,0.72184384,1.1729085,0.8744658884775551,18506,0.059749182,1.0846493,,,avwap_cross_up_bin,True,ret_60m_bin,0.0,0.014633570350083336,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.3400726077472032,True,True,False,False,,,,,,,
