rule,rule_type,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,rule_col,rule_val,rule_col1,rule_val1,rule_col2,rule_val2,aaa_score,regime,is_event_based,passes_event_filter,overfit_check,is_overfit,overfit_reason,overfit_risk,passes_overfit_filter,passes_regime_filter,passes_aaa_score,passes_aaa_filters,validation_passed,validation_reason,val_expectancy,val_expectancy_net,val_win_rate,val_sharpe,val_trades
rel_strength_60m_bin == 4.0 AND is_first_hour_bin == True,double,SHORT,fwd_ret_30m,11.927010058502097,0.0,0.02482049,0.5167911855709003,0.323199,0.29429492,1.1745391,0.9496135349702524,39753,0.02482049,0.41491938,,,rel_strength_60m_bin,4.0,is_first_hour_bin,True,0.0538616608715979,bear_low_vol,False,False,"(False, 'PASS')",False,PASS,0.03358237114180063,True,True,True,False,,,,,,,
rel_outperform_extreme_bin == True AND is_first_hour_bin == True,double,SHORT,fwd_ret_30m,13.591971896871916,0.0,0.060540996,0.5473344103392569,0.3946928,0.3434941,1.3893614,1.9391991707425105,12380,0.060540996,0.49559557,,,rel_outperform_extreme_bin,True,is_first_hour_bin,True,0.040234297670876,bear_low_vol,True,True,"(False, 'PASS')",False,PASS,0.6196783709688594,True,True,True,True,False,Net expectancy -2.795% < 1.000% after 2.0 bps cost,-0.007947869,-0.02794787,0.48854961832061067,-0.2534796,3799.0
rel_outperform_extreme_bin == True AND ret_60m_bin == 4.0,double,SHORT,fwd_ret_30m,10.613980547519523,0.0,0.038075987,0.5257579374552399,0.38818306,0.35006243,1.2293537,1.164228935353536,20945,0.038075987,0.51917416,,,rel_outperform_extreme_bin,True,ret_60m_bin,4.0,0.03149917158310004,bear_low_vol,True,True,"(False, 'PASS')",False,PASS,0.1322757474066079,True,True,True,True,False,Net expectancy -0.264% < 1.000% after 2.0 bps cost,0.017363105,-0.0026368946,0.5076256220902231,0.5551764,6229.0
rel_outperform_extreme_bin == True AND rel_strength_60m_bin == 4.0,double,SHORT,fwd_ret_30m,10.536141667691194,0.0,0.03774131,0.5254931859334795,0.38787553,0.35001528,1.2272414,1.1545614305960215,20986,0.03774131,0.51891977,,,rel_outperform_extreme_bin,True,rel_strength_60m_bin,4.0,0.03105357875075037,bear_low_vol,True,True,"(False, 'PASS')",False,PASS,0.12839948081185187,True,True,True,True,False,Net expectancy -0.264% < 1.000% after 2.0 bps cost,0.017363105,-0.0026368946,0.5076256220902231,0.5551764,6229.0
rel_outperform_extreme_bin == True,single,SHORT,fwd_ret_30m,10.536141667691194,0.0,0.03774131,0.5254931859334795,0.38787553,0.35001528,1.2272414,1.1545614305960215,20986,0.03774131,0.51891977,rel_outperform_extreme_bin,True,,,,,0.03105357875075037,bear_low_vol,True,True,"(False, 'PASS')",False,PASS,0.12839948081185187,True,True,True,True,False,Net expectancy -0.264% < 1.000% after 2.0 bps cost,0.017363105,-0.0026368946,0.5076256220902231,0.5551764,6229.0
rel_outperform_extreme_bin == True AND ret_60m_turned_positive_bin == True,double,SHORT,fwd_ret_30m,10.536141667691194,0.0,0.03774131,0.5254931859334795,0.38787553,0.35001528,1.2272414,1.1545614305960215,20986,0.03774131,0.51891977,,,rel_outperform_extreme_bin,True,ret_60m_turned_positive_bin,True,0.03105357875075037,bear_low_vol,True,True,"(False, 'PASS')",False,PASS,0.12839948081185187,True,True,True,True,False,Net expectancy -0.264% < 1.000% after 2.0 bps cost,0.017363105,-0.0026368946,0.5076256220902231,0.5551764,6229.0
avwap_cross_up_bin == True AND is_first_hour_bin == True,double,SHORT,fwd_ret_30m,8.282934155416946,0.0,0.013885792,0.5082444404266859,0.30043927,0.28227597,1.100034,0.5590911923813391,55310,0.013885792,0.39426506,,,avwap_cross_up_bin,True,is_first_hour_bin,True,0.027241169837036554,bear_low_vol,True,True,"(False, 'PASS')",False,PASS,0.016488880853371857,True,True,True,True,False,Net expectancy -1.407% < 1.000% after 2.0 bps cost,0.0059340163,-0.014065983,0.5033822249012122,0.22803977,14931.0
ret_60m_bin == 4.0 AND is_first_hour_bin == True,double,SHORT,fwd_ret_30m,8.085306544271312,6.661338147750939e-16,0.016373118,0.5086556255709902,0.32207543,0.30009982,1.1110401,0.6212104515993384,42689,0.016373118,0.41840118,,,ret_60m_bin,4.0,is_first_hour_bin,True,0.025245927511851604,bear_low_vol,False,False,"(False, 'PASS')",False,PASS,0.0173112511419804,True,True,True,False,,,,,,,
rel_outperform_extreme_bin == True AND ret_30m_turned_positive_bin == True,double,SHORT,fwd_ret_30m,9.573920980711726,0.0,0.037353795,0.5254858411993337,0.3882648,0.35125163,1.224113,1.1324870700118594,18010,0.037353795,0.52360255,,,rel_outperform_extreme_bin,True,ret_30m_turned_positive_bin,True,0.023752759730974144,bear_low_vol,True,True,"(False, 'PASS')",False,PASS,0.12450963261639131,True,True,True,True,False,Net expectancy -0.343% < 1.000% after 2.0 bps cost,0.016571641,-0.0034283586,0.5065535851966075,0.517245,5188.0
rel_outperform_extreme_bin == True AND avwap_cross_up_bin == True,double,SHORT,fwd_ret_30m,9.508242737169962,0.0,0.036056906,0.5249470655301591,0.38109937,0.3452249,1.219859,1.1121605670374572,18419,0.036056906,0.51466095,,,rel_outperform_extreme_bin,True,avwap_cross_up_bin,True,0.02366821830535184,bear_low_vol,True,True,"(False, 'PASS')",False,PASS,0.11046319090910367,True,True,True,True,False,Net expectancy -0.360% < 1.000% after 2.0 bps cost,0.01639977,-0.0036002304,0.5066144959940376,0.5399969,5367.0
