rule,rule_type,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,rule_col,rule_val,rule_col1,rule_val1,rule_col2,rule_val2,aaa_score,regime,is_event_based,passes_event_filter,overfit_check,is_overfit,overfit_reason,overfit_risk,passes_overfit_filter,passes_regime_filter,passes_aaa_score,passes_aaa_filters,validation_passed,validation_reason,val_expectancy,val_expectancy_net,val_win_rate,val_sharpe,val_trades
avwap_cross_up_bin == True AND atr_14_bin == 0,double,LONG,fwd_ret_90m,33.52848268743876,0.0,0.06672866,0.5265536140748759,0.45297077,0.36283883,1.3884435,1.5600067964760584,116406,0.06672866,0.67902565,,,avwap_cross_up_bin,True,atr_14_bin,0,0.31876398394643,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.45039721612948785,True,True,True,True,False,Sharpe dropped 54.5% (limit: 40.0%),0.034479365,0.014479365,0.49847940282001657,0.71016526,36170.0
atr_14_bin == 0,single,LONG,fwd_ret_90m,37.84675120715311,0.0,0.052984506,0.5173635880356404,0.4391088,0.36092257,1.3041689,1.280653662140544,220087,0.052984506,0.6567763,atr_14_bin,0,,,,,0.29023007791479616,bull_low_vol,False,False,"(False, 'PASS')",False,PASS,0.2645722349892801,True,True,True,False,,,,,,,
ret_60m_turned_positive_bin == True AND atr_14_bin == 0,double,LONG,fwd_ret_90m,31.539158972096832,0.0,0.06099467,0.5224474046236957,0.44750273,0.36184907,1.3529744,1.4500747374037455,119212,0.06099467,0.66773134,,,ret_60m_turned_positive_bin,True,atr_14_bin,0,0.2765472398780983,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.3548415071977545,True,True,True,True,False,Sharpe dropped 41.8% (limit: 40.0%),0.04064001,0.020640012,0.4913219833889793,0.8443678,36241.0
vwap_cross_up_bin == True AND atr_14_bin == 0,double,LONG,fwd_ret_90m,30.80290199179368,0.0,0.055938274,0.5200669666856098,0.44371542,0.36426637,1.31997,1.3550742173721777,130214,0.055938274,0.6553092,,,vwap_cross_up_bin,True,atr_14_bin,0,0.25124662876069553,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.2995166700541115,True,True,True,True,False,Sharpe dropped 51.1% (limit: 40.0%),0.032243535,0.012243535,0.48401224276507326,0.66253734,40187.0
ret_15m_turned_positive_bin == True AND atr_14_bin == 0,double,LONG,fwd_ret_90m,29.926789173024282,0.0,0.05696519,0.5198038444479778,0.4443521,0.36237422,1.3273661,1.3743011241767369,119497,0.05696519,0.6580031,,,ret_15m_turned_positive_bin,True,atr_14_bin,0,0.24743878279958215,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.3092595980684905,True,True,True,True,False,Net expectancy 0.982% < 1.000% after 2.0 bps cost,0.029824005,0.009824006,0.4858410649455426,0.6128198,37185.0
ret_30m_turned_positive_bin == True AND atr_14_bin == 0,double,LONG,fwd_ret_90m,29.56119453794686,0.0,0.056516167,0.5214632325494587,0.444179,0.36592138,1.3227526,1.3515423102167676,120555,0.056516167,0.6638093,,,ret_30m_turned_positive_bin,True,atr_14_bin,0,0.24113573510077446,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.30808813286310427,True,True,True,True,False,Sharpe dropped 50.4% (limit: 40.0%),0.03209887,0.012098871,0.4891148938466104,0.67006725,37069.0
rel_strength_60m_bin == 2.0 AND atr_14_bin == 0,double,LONG,fwd_ret_90m,24.346358442926835,0.0,0.06587384,0.5226962722516705,0.4492554,0.35396808,1.3899007,1.6059471367452514,57917,0.06587384,0.6511514,,,rel_strength_60m_bin,2.0,atr_14_bin,0,0.236537998400845,bull_low_vol,False,False,"(False, 'PASS')",False,PASS,0.45710450248721085,True,True,True,False,,,,,,,
ret_60m_bin == 2.0 AND atr_14_bin == 0,double,LONG,fwd_ret_90m,23.96422557097679,0.0,0.06412668,0.521350795323398,0.4468096,0.3526964,1.3798573,1.5558233162003232,59787,0.06412668,0.6543027,,,ret_60m_bin,2.0,atr_14_bin,0,0.224977958982583,bull_low_vol,False,False,"(False, 'PASS')",False,PASS,0.41188002685841546,True,True,True,False,,,,,,,
ret_60m_turned_positive_bin == True AND rel_strength_60m_bin == 1.0,double,LONG,fwd_ret_90m,21.986107881977347,0.0,0.06906386,0.5415863482336708,0.47401103,0.40935528,1.3680382,1.5721720179072032,49283,0.06906386,0.6973504,,,ret_60m_turned_positive_bin,True,rel_strength_60m_bin,1.0,0.2123136272098535,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.5098972773985586,True,True,True,True,False,Net expectancy -0.148% < 1.000% after 2.0 bps cost,0.018520165,-0.0014798343,0.4887379002233805,0.41655645,10744.0
ret_5m_turned_positive_bin == True AND atr_14_bin == 0,double,LONG,fwd_ret_90m,26.855329161688847,0.0,0.054175466,0.5176771973607094,0.44175747,0.36181638,1.3104393,1.3107402786495916,105786,0.054175466,0.65612453,,,ret_5m_turned_positive_bin,True,atr_14_bin,0,0.21090769159706832,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.27710905771198885,True,True,True,True,False,Net expectancy 0.765% < 1.000% after 2.0 bps cost,0.027647903,0.0076479036,0.4837734267409137,0.5627422,33402.0
session_range_pct_bin == 4 AND atr_14_bin == 0,double,LONG,fwd_ret_90m,23.097229336685633,0.0,0.085071094,0.533943307322181,0.4796034,0.3669295,1.4974627,1.83074731453839,40111,0.085071094,0.737656,,,session_range_pct_bin,4,atr_14_bin,0,0.20963470525049888,bull_low_vol,False,False,"(False, 'PASS')",False,PASS,0.7839712152548121,True,True,True,False,,,,,,,
avwap_cross_up_bin == True,single,LONG,fwd_ret_90m,39.607524529250384,0.0,0.041619446,0.5186424596109799,0.5192364,0.47299263,1.1827992,0.8198888039779189,588093,0.041619446,0.8058266,avwap_cross_up_bin,True,,,,,0.19493372484826282,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.15347938050802773,True,True,True,True,False,Net expectancy -1.364% < 1.000% after 2.0 bps cost,0.0063554915,-0.013644508,0.48233581714066653,0.112376876,166948.0
