rule,rule_type,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,rule_col,rule_val,rule_col1,rule_val1,rule_col2,rule_val2,aaa_score,regime,is_event_based,passes_event_filter,overfit_check,is_overfit,overfit_reason,overfit_risk,passes_overfit_filter,passes_regime_filter,passes_aaa_score,passes_aaa_filters,validation_passed,validation_reason,val_expectancy,val_expectancy_net,val_win_rate,val_sharpe,val_trades
is_power_hour_bin == True,single,LONG,fwd_ret_30m,25.01119731588198,0.0,0.053013895,0.5283455274958697,0.4916959,0.43839604,1.2563889,1.0310304290243875,148295,0.053013895,0.81624115,is_power_hour_bin,True,,,,,0.15769221674271078,bear_low_vol,False,False,"(False, 'PASS')",False,PASS,0.28683000206138437,True,True,True,False,,,,,,,
ret_15m_bin == 0.0 AND is_power_hour_bin == True,double,LONG,fwd_ret_30m,18.439302250677528,0.0,0.11351179,0.5550530086478271,0.6351043,0.53715324,1.4749355,1.7607564866757057,27637,0.11351179,1.0233918,,,ret_15m_bin,0.0,is_power_hour_bin,True,0.10903511423021485,bear_low_vol,False,False,"(True, 'Expectancy too high (11.351% > 10.000%)')",True,Expectancy too high (11.351% > 10.000%),1.0756021937876132,False,True,True,False,,,,,,,
session_range_pct_bin == 0 AND is_power_hour_bin == True,double,LONG,fwd_ret_30m,18.4558359568889,0.0,0.099651255,0.5480574893330339,0.542086,0.43687645,1.5047089,1.7923880020952068,26718,0.099651255,0.8825738,,,session_range_pct_bin,0,is_power_hour_bin,True,0.10883050563700196,bear_low_vol,False,False,"(False, 'PASS')",False,PASS,0.9388215268490242,True,True,True,False,,,,,,,
price_vs_vwap_pct_bin == 0 AND is_power_hour_bin == True,double,LONG,fwd_ret_30m,17.972335161693547,0.0,0.11813997,0.5549480805538074,0.64709234,0.54142594,1.4902834,1.789298677371501,25424,0.11813997,1.0481279,,,price_vs_vwap_pct_bin,0,is_power_hour_bin,True,0.09936872867467576,bear_low_vol,False,False,"(True, 'Expectancy too high (11.814% > 10.000%)')",True,Expectancy too high (11.814% > 10.000%),1.1359451730168608,False,True,True,False,,,,,,,
ret_5m_bin == 0.0 AND is_power_hour_bin == True,double,LONG,fwd_ret_30m,17.02383052680258,0.0,0.100261286,0.5542653713068938,0.6215868,0.5480004,1.4104649,1.5588056026822623,30056,0.100261286,1.0210372,,,ret_5m_bin,0.0,is_power_hour_bin,True,0.09706513530430341,bear_low_vol,False,False,"(True, 'Expectancy too high (10.026% > 10.000%)')",True,Expectancy too high (10.026% > 10.000%),0.8405464029656151,False,True,True,False,,,,,,,
ret_30m_bin == 0.0 AND is_power_hour_bin == True,double,LONG,fwd_ret_30m,17.628935372637464,0.0,0.11471278,0.5442029855524873,0.6565963,0.53227395,1.4728302,1.770391466000639,24987,0.11471278,1.0285912,,,ret_30m_bin,0.0,is_power_hour_bin,True,0.09672217465022027,bear_low_vol,False,False,"(True, 'Expectancy too high (11.471% > 10.000%)')",True,Expectancy too high (11.471% > 10.000%),1.0707295261468055,False,True,True,False,,,,,,,
ret_60m_bin == 0.0 AND is_power_hour_bin == True,double,LONG,fwd_ret_30m,16.20967385336297,0.0,0.10785877,0.542972790645379,0.63515663,0.5185993,1.4550736,1.725662964212269,22235,0.10785877,0.9922012,,,ret_60m_bin,0.0,is_power_hour_bin,True,0.07731787914021378,bear_low_vol,False,False,"(True, 'Expectancy too high (10.786% > 10.000%)')",True,Expectancy too high (10.786% > 10.000%),0.9773647593531225,False,True,True,False,,,,,,,
price_down_vol_weak_bin == True AND is_power_hour_bin == True,double,LONG,fwd_ret_30m,15.277093133447748,0.0,0.06978007,0.5304654068996857,0.47830576,0.3917594,1.3793538,1.4923870135113888,26407,0.06978007,0.74224997,,,price_down_vol_weak_bin,True,is_power_hour_bin,True,0.07392895607292418,bear_low_vol,True,True,"(False, 'PASS')",False,PASS,0.4587314798931977,True,True,True,True,True,PASS,0.09902852,0.07902852,0.5465699349194495,1.828839,9373.0
session_range_pct_bin == 2 AND is_power_hour_bin == True,double,LONG,fwd_ret_30m,14.556157128523001,0.0,0.068171635,0.5313632653061224,0.5003245,0.4218244,1.3448544,1.320410503716013,30625,0.068171635,0.81958693,,,session_range_pct_bin,2,is_power_hour_bin,True,0.07240016951737593,bear_low_vol,False,False,"(False, 'PASS')",False,PASS,0.444442883313432,True,True,True,False,,,,,,,
price_vs_vwap_pct_bin == 1 AND is_power_hour_bin == True,double,LONG,fwd_ret_30m,14.182672282867374,0.0,0.061919574,0.5286214953271028,0.48745048,0.41528675,1.3163078,1.2483307151615182,32528,0.061919574,0.7874057,,,price_vs_vwap_pct_bin,1,is_power_hour_bin,True,0.07047030604947487,bear_low_vol,False,False,"(False, 'PASS')",False,PASS,0.37643872759888103,True,True,True,False,,,,,,,
