rule,rule_type,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,rule_col,rule_val,rule_col1,rule_val1,rule_col2,rule_val2,aaa_score,regime,is_event_based,passes_event_filter,overfit_check,is_overfit,overfit_reason,overfit_risk,passes_overfit_filter,passes_regime_filter,passes_aaa_score,passes_aaa_filters,validation_passed,validation_reason,val_expectancy,val_expectancy_net,val_win_rate,val_sharpe,val_trades
rel_outperform_extreme_bin == True,single,SHORT,fwd_ret_60m,22.499607563946338,0.0,0.082619414,0.5413318929624378,0.59567314,0.52289975,1.3444809,1.6944251839384499,44433,0.082619414,0.7740339,rel_outperform_extreme_bin,True,,,,,0.2112226532934834,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.7060705152289241,True,True,True,True,False,Expectancy dropped 55.8% (limit: 50.0%),0.03654146,0.016541459,0.5225881667152433,0.75914305,10293.0
rel_outperform_extreme_bin == True AND rel_strength_60m_bin == 4.0,double,SHORT,fwd_ret_60m,22.499607563946338,0.0,0.082619414,0.5413318929624378,0.59567314,0.52289975,1.3444809,1.6944251839384499,44433,0.082619414,0.7740339,,,rel_outperform_extreme_bin,True,rel_strength_60m_bin,4.0,0.2112226532934834,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.7060705152289241,True,True,True,True,False,Expectancy dropped 55.8% (limit: 50.0%),0.03654146,0.016541459,0.5225881667152433,0.75914305,10293.0
rel_outperform_extreme_bin == True AND ret_60m_turned_positive_bin == True,double,SHORT,fwd_ret_60m,22.193643101130007,0.0,0.083459966,0.5421887857058892,0.5949731,0.5223284,1.3490182,1.7082665887533757,42535,0.083459966,0.77557325,,,rel_outperform_extreme_bin,True,ret_60m_turned_positive_bin,True,0.20075981587449615,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.7231105246353214,True,True,True,True,False,Expectancy dropped 62.1% (limit: 50.0%),0.031633485,0.011633486,0.5184963605543923,0.6538125,10029.0
rel_outperform_extreme_bin == True AND ret_60m_bin == 4.0,double,SHORT,fwd_ret_60m,20.96589503620477,0.0,0.082469895,0.5420082225641284,0.5995266,0.5294383,1.3401126,1.6715082372389862,39647,0.082469895,0.7832262,,,rel_outperform_extreme_bin,True,ret_60m_bin,4.0,0.17303109270373676,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.6944695185683828,True,True,True,True,False,Net expectancy -0.367% < 1.000% after 2.0 bps cost,0.01632997,-0.0036700293,0.5047226142655521,0.33245075,9211.0
ret_60m_bin == 4.0 AND rel_strength_60m_bin == 4.0,double,SHORT,fwd_ret_60m,20.760749079439833,0.0,0.05754626,0.5324490515294332,0.54884577,0.5019477,1.2452052,1.1907960635087045,76597,0.05754626,0.76714945,,,ret_60m_bin,4.0,rel_strength_60m_bin,4.0,0.15235079507974983,bear_high_vol,False,False,"(False, 'PASS')",False,PASS,0.3403607200389423,True,True,True,False,,,,,,,
rel_outperform_extreme_bin == True AND ret_30m_turned_positive_bin == True,double,SHORT,fwd_ret_60m,19.93299748098266,0.0,0.08164433,0.5429452922703983,0.5938378,0.52680147,1.3390868,1.6607627805085827,36302,0.08164433,0.78040254,,,rel_outperform_extreme_bin,True,ret_30m_turned_positive_bin,True,0.14939826318590807,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.6827152392794935,True,True,True,True,False,Net expectancy 0.136% < 1.000% after 2.0 bps cost,0.021357805,0.001357805,0.5091710338256312,0.43784758,8396.0
atr_14_bin == 4 AND is_first_hour_bin == True,double,SHORT,fwd_ret_60m,19.868802847701826,0.0,0.056930155,0.5195227503505633,0.6471792,0.58128494,1.2038357,1.0966201518987935,82724,0.056930155,0.82411236,,,atr_14_bin,4,is_first_hour_bin,True,0.13101431507260414,bear_high_vol,False,False,"(False, 'PASS')",False,PASS,0.30834704632109117,True,True,True,False,,,,,,,
rel_outperform_extreme_bin == True AND vwap_cross_up_bin == True,double,SHORT,fwd_ret_60m,18.839348970114248,0.0,0.079756126,0.5424740975187364,0.5883278,0.52324134,1.333155,1.6341883193467959,33491,0.079756126,0.7747511,,,rel_outperform_extreme_bin,True,vwap_cross_up_bin,True,0.12829559884709468,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.6496036127884923,True,True,True,True,False,Net expectancy 0.707% < 1.000% after 2.0 bps cost,0.027069973,0.0070699733,0.5143073238371361,0.5652442,7933.0
rel_strength_60m_bin == 4.0,single,SHORT,fwd_ret_60m,20.709090128602387,0.0,0.04671698,0.5258573711287835,0.5222252,0.48065495,1.2049898,0.9991098512149652,108267,0.04671698,0.7422698,rel_strength_60m_bin,4.0,,,,,0.12592979107147603,bear_high_vol,False,False,"(False, 'PASS')",False,PASS,0.21888454861876544,True,True,True,False,,,,,,,
ret_60m_turned_positive_bin == True AND rel_strength_60m_bin == 4.0,double,SHORT,fwd_ret_60m,20.024742534571278,0.0,0.04760178,0.5258386403277492,0.5239812,0.48069665,1.208846,1.0122839524276266,98612,0.04760178,0.7464851,,,ret_60m_turned_positive_bin,True,rel_strength_60m_bin,4.0,0.12336956881359856,bear_high_vol,True,True,"(False, 'PASS')",False,PASS,0.22769509851037967,True,True,True,True,False,Net expectancy -2.415% < 1.000% after 2.0 bps cost,-0.0041536004,-0.0241536,0.4894341458141923,-0.09199937,18503.0
