rule,rule_type,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,rule_col1,rule_val1,rule_col2,rule_val2,aaa_score,regime,is_event_based,passes_event_filter,overfit_check,is_overfit,overfit_reason,overfit_risk,passes_overfit_filter,passes_regime_filter,passes_aaa_score,passes_aaa_filters,validation_passed
atr_14_bin == 2 AND is_first_hour_bin == True,double,SHORT,fwd_ret_30m,6.957400484888343,3.5693670241698783e-12,0.015033107,0.514116114087158,0.24586686,0.22921322,1.1349822,0.7672588692840395,20721,0.015033107,0.31103346,atr_14_bin,2,is_first_hour_bin,True,0.013163673465874706,bull_low_vol,False,False,"(False, 'PASS')",False,PASS,0.02823222817431592,True,True,False,False,False
ret_30m_bin == 0.0 AND rel_strength_60m_bin == 4.0,double,SHORT,fwd_ret_30m,5.903628937819822,3.6583456264338565e-09,0.023342641,0.5159602766447952,0.31252554,0.28491077,1.1692623,0.8824767842479874,11278,0.023342641,0.41990107,ret_30m_bin,0.0,rel_strength_60m_bin,4.0,0.00701757321312126,bull_low_vol,False,False,"(False, 'PASS')",False,PASS,0.031920553289590314,True,True,False,False,False
rel_strength_60m_bin == 4.0 AND price_vs_vwap_pct_bin == 0,double,SHORT,fwd_ret_30m,4.9190681239922265,8.778469184900217e-07,0.016413653,0.5215594681997844,0.29886344,0.29149163,1.1176932,0.6042976406172014,16698,0.016413653,0.43117607,rel_strength_60m_bin,4.0,price_vs_vwap_pct_bin,0,0.0059926412512076865,bull_low_vol,False,False,"(False, 'PASS')",False,PASS,0.043118936399568764,True,True,False,False,False
at_session_high_bin == True AND atr_14_bin == 2,double,SHORT,fwd_ret_30m,4.122722279089099,3.761510381816713e-05,0.012340602,0.5026912505726066,0.25851664,0.23649988,1.104925,0.4952363169436603,17464,0.012340602,0.39557073,at_session_high_bin,True,atr_14_bin,2,0.004149137883865871,bull_low_vol,True,True,"(False, 'PASS')",False,PASS,0.005382501145213103,True,True,False,False,False
