rule,rule_type,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,rule_col,rule_val,rule_col1,rule_val1,rule_col2,rule_val2,aaa_score,regime,is_event_based,passes_event_filter,overfit_check,is_overfit,overfit_reason,overfit_risk,passes_overfit_filter,passes_regime_filter,passes_aaa_score,passes_aaa_filters,validation_passed,validation_reason,val_expectancy,val_expectancy_net,val_win_rate,val_sharpe,val_trades
ret_15m_turned_positive_bin == True AND session_range_pct_bin == 0,double,SHORT,fwd_ret_90m,30.90082906684776,0.0,0.2000062,0.5362183327002309,0.89591956,0.6045997,1.7132831,2.651620397243364,34223,0.2000062,1.197381,,,ret_15m_turned_positive_bin,True,session_range_pct_bin,0,0.26252829361376073,bull_high_vol,True,True,"(True, 'Expectancy too high (20.001% > 10.000%)')",True,Expectancy too high (20.001% > 10.000%),2.3483088826550325,False,True,True,False,,,,,,,
vwap_cross_up_bin == True AND session_range_pct_bin == 0,double,SHORT,fwd_ret_90m,31.870716732018437,0.0,0.21874769,0.5430455219407553,0.91997224,0.6145889,1.7789073,2.8416417804861505,31699,0.21874769,1.2220091,,,vwap_cross_up_bin,True,session_range_pct_bin,0,0.2511430184436793,bull_high_vol,True,True,"(True, 'Expectancy too high (21.875% > 10.000%)')",True,Expectancy too high (21.875% > 10.000%),2.644388837324735,False,True,True,False,,,,,,,
session_range_pct_bin == 0,single,SHORT,fwd_ret_90m,28.736231625821624,0.0,0.11260992,0.5022560904760061,0.8043316,0.5853824,1.3864836,1.4194835627296394,103276,0.11260992,1.2593503,session_range_pct_bin,0,,,,,0.23712189267421216,bull_high_vol,False,False,"(True, 'Expectancy too high (11.261% > 10.000%)')",True,Expectancy too high (11.261% > 10.000%),0.8306114098109598,False,True,True,False,,,,,,,
ret_5m_turned_positive_bin == True AND session_range_pct_bin == 0,double,SHORT,fwd_ret_90m,25.47193991509767,0.0,0.15240055,0.5169259393250297,0.85529083,0.59974545,1.5260243,2.055502548097416,38698,0.15240055,1.1769792,,,ret_5m_turned_positive_bin,True,session_range_pct_bin,0,0.23589846576926563,bull_high_vol,True,True,"(True, 'Expectancy too high (15.240% > 10.000%)')",True,Expectancy too high (15.240% > 10.000%),1.535608684963477,False,True,True,False,,,,,,,
ret_30m_turned_positive_bin == True AND session_range_pct_bin == 0,double,SHORT,fwd_ret_90m,32.1271399438729,0.0,0.25076348,0.5484497629963478,0.96360856,0.61505324,1.9029121,3.17895913873315,25738,0.25076348,1.252217,,,ret_30m_turned_positive_bin,True,session_range_pct_bin,0,0.20348735493413098,bull_high_vol,True,True,"(True, 'Expectancy too high (25.076% > 10.000%)')",True,Expectancy too high (25.076% > 10.000%),3.1440138543085507,False,True,True,False,,,,,,,
ret_30m_bin == 4.0 AND ret_60m_bin == 4.0,double,SHORT,fwd_ret_90m,18.860804186977028,0.0,0.07281251,0.5262558957849817,0.7294951,0.6566596,1.2340571,1.158566671501212,66785,0.07281251,0.99766624,,,ret_30m_bin,4.0,ret_60m_bin,4.0,0.1330958362064921,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.48063691673971737,True,True,True,False,,,,,,,
ret_60m_turned_positive_bin == True AND session_range_pct_bin == 0,double,SHORT,fwd_ret_90m,26.238253954262614,0.0,0.22554551,0.5377387396588704,0.9440989,0.6103324,1.7994297,2.9765054706891525,19582,0.22554551,1.2028952,,,ret_60m_turned_positive_bin,True,session_range_pct_bin,0,0.12791148802703023,bull_high_vol,True,True,"(True, 'Expectancy too high (22.555% > 10.000%)')",True,Expectancy too high (22.555% > 10.000%),2.769185321159128,False,True,True,False,,,,,,,
ret_30m_turned_positive_bin == True AND ret_30m_bin == 4.0,double,SHORT,fwd_ret_90m,19.730628372116847,0.0,0.06103624,0.5170543161320946,0.71532923,0.63946706,1.1976384,0.9748556952763661,103229,0.06103624,0.9939115,,,ret_30m_turned_positive_bin,True,ret_30m_bin,4.0,0.11510751420058062,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.3444710353589578,True,True,True,True,False,Net expectancy -4.037% < 1.000% after 2.0 bps cost,-0.020371612,-0.04037161,0.4917180277349769,-0.3325295,20768.0
ret_30m_bin == 4.0,single,SHORT,fwd_ret_90m,19.730628372116847,0.0,0.06103624,0.5170543161320946,0.71532923,0.63946706,1.1976384,0.9748556952763661,103229,0.06103624,0.9939115,ret_30m_bin,4.0,,,,,0.11510751420058062,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.3444710353589578,True,True,True,False,,,,,,,
price_up_vol_weak_bin == True AND ret_60m_bin == 4.0,double,SHORT,fwd_ret_90m,16.754666349665975,0.0,0.0626389,0.524919222768114,0.6065005,0.5382766,1.2449465,1.2512212207864282,45186,0.0626389,0.79471296,,,price_up_vol_weak_bin,True,ret_60m_bin,4.0,0.11510190552684833,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.3762274572769125,True,True,True,True,False,Net expectancy -3.818% < 1.000% after 2.0 bps cost,-0.018175995,-0.038175993,0.48826979472140764,-0.381915,10230.0
